epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727530389521,2024-09-28T16.33.09.521,0.000,0.328,0.217,0.863
1727530389531,2024-09-28T16.33.09.531,0.010,0.238,0.226,0.863
1727530389541,2024-09-28T16.33.09.541,0.020,0.306,0.237,0.853
1727530389551,2024-09-28T16.33.09.551,0.030,0.474,0.223,0.872
1727530389561,2024-09-28T16.33.09.561,0.040,0.591,0.224,0.861
1727530389571,2024-09-28T16.33.09.571,0.050,0.619,0.251,0.825
1727530389581,2024-09-28T16.33.09.581,0.060,0.647,0.277,0.801
1727530389591,2024-09-28T16.33.09.591,0.070,0.675,0.271,0.820
1727530389601,2024-09-28T16.33.09.601,0.080,0.597,0.234,0.830
1727530389611,2024-09-28T16.33.09.611,0.090,0.430,0.229,0.828
1727530389621,2024-09-28T16.33.09.621,0.100,0.246,0.229,0.851
1727530389631,2024-09-28T16.33.09.631,0.110,0.178,0.219,0.885
1727530389641,2024-09-28T16.33.09.641,0.120,0.265,0.216,0.901
1727530389651,2024-09-28T16.33.09.651,0.130,0.367,0.220,0.916
1727530389661,2024-09-28T16.33.09.661,0.140,0.447,0.216,0.911
1727530389671,2024-09-28T16.33.09.671,0.150,0.503,0.225,0.894
1727530389681,2024-09-28T16.33.09.681,0.160,0.532,0.232,0.897
1727530389691,2024-09-28T16.33.09.691,0.170,0.512,0.223,0.911
1727530389701,2024-09-28T16.33.09.701,0.180,0.401,0.209,0.912
1727530389711,2024-09-28T16.33.09.711,0.190,0.192,0.205,0.916
1727530389721,2024-09-28T16.33.09.721,0.200,0.031,0.218,0.912
1727530389731,2024-09-28T16.33.09.731,0.210,0.117,0.244,0.912
1727530389741,2024-09-28T16.33.09.741,0.220,0.339,0.228,0.932
1727530389751,2024-09-28T16.33.09.751,0.230,0.472,0.217,0.940
1727530389761,2024-09-28T16.33.09.761,0.240,0.518,0.226,0.930
1727530389771,2024-09-28T16.33.09.771,0.250,0.503,0.226,0.911
1727530389781,2024-09-28T16.33.09.781,0.260,0.462,0.229,0.895
1727530389791,2024-09-28T16.33.09.791,0.270,0.412,0.229,0.890
1727530389801,2024-09-28T16.33.09.801,0.280,0.325,0.215,0.887
1727530389811,2024-09-28T16.33.09.811,0.290,0.233,0.214,0.880
1727530389821,2024-09-28T16.33.09.821,0.300,0.216,0.214,0.881
1727530389831,2024-09-28T16.33.09.831,0.310,0.313,0.217,0.895
1727530389841,2024-09-28T16.33.09.841,0.320,0.399,0.215,0.912
1727530389851,2024-09-28T16.33.09.851,0.330,0.420,0.217,0.900
1727530389861,2024-09-28T16.33.09.861,0.340,0.434,0.229,0.878
1727530389871,2024-09-28T16.33.09.871,0.350,0.462,0.240,0.863
1727530389881,2024-09-28T16.33.09.881,0.360,0.488,0.241,0.846
1727530389891,2024-09-28T16.33.09.891,0.370,0.564,0.237,0.833
1727530389901,2024-09-28T16.33.09.901,0.380,0.640,0.230,0.830
