epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T16.33.09.521;0.000;0.328;0.217;0.863;1.037;-39.207;3.049
1,72753E+12;2024-09-28T16.33.09.531;0.010;0.238;0.226;0.863;1.463;-44.146;3.841
1,72753E+12;2024-09-28T16.33.09.541;0.020;0.306;0.237;0.853;2.683;-67.561;4.939
1,72753E+12;2024-09-28T16.33.09.551;0.030;0.474;0.223;0.872;4.268;-84.207;2.988
1,72753E+12;2024-09-28T16.33.09.561;0.040;0.591;0.224;0.861;6.341;-69.268;0.122
1,72753E+12;2024-09-28T16.33.09.571;0.050;0.619;0.251;0.825;6.646;-37.012;-1.585
1,72753E+12;2024-09-28T16.33.09.581;0.060;0.647;0.277;0.801;2.988;-0.732;-4.146
1,72753E+12;2024-09-28T16.33.09.591;0.070;0.675;0.271;0.820;-1.951;39.268;-7.866
1,72753E+12;2024-09-28T16.33.09.601;0.080;0.597;0.234;0.830;-4.939;80.732;-8.720
1,72753E+12;2024-09-28T16.33.09.611;0.090;0.430;0.229;0.828;-5.854;105.976;-5.061
1,72753E+12;2024-09-28T16.33.09.621;0.100;0.246;0.229;0.851;-6.341;98.659;-1.890
1,72753E+12;2024-09-28T16.33.09.631;0.110;0.178;0.219;0.885;-6.341;65.305;-0.854
1,72753E+12;2024-09-28T16.33.09.641;0.120;0.265;0.216;0.901;-5.122;27.195;0.000
1,72753E+12;2024-09-28T16.33.09.651;0.130;0.367;0.220;0.916;-2.866;2.561;-1.159
1,72753E+12;2024-09-28T16.33.09.661;0.140;0.447;0.216;0.911;-1.220;0.000;-3.110
1,72753E+12;2024-09-28T16.33.09.671;0.150;0.503;0.225;0.894;-0.305;13.780;-3.780
1,72753E+12;2024-09-28T16.33.09.681;0.160;0.532;0.232;0.897;-1.220;37.866;-4.817
1,72753E+12;2024-09-28T16.33.09.691;0.170;0.512;0.223;0.911;-2.378;66.037;-6.951
