epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727530806675,2024-09-28T16.40.06.675,0.000,0.025,0.204,0.974
1727530806685,2024-09-28T16.40.06.685,0.010,0.115,0.195,0.994
1727530806695,2024-09-28T16.40.06.695,0.020,0.141,0.188,0.986
1727530806705,2024-09-28T16.40.06.705,0.030,0.147,0.194,0.977
1727530806715,2024-09-28T16.40.06.715,0.040,0.133,0.201,0.959
1727530806725,2024-09-28T16.40.06.725,0.050,0.136,0.202,0.955
1727530806735,2024-09-28T16.40.06.735,0.060,0.180,0.195,0.955
1727530806745,2024-09-28T16.40.06.745,0.070,0.227,0.200,0.940
1727530806755,2024-09-28T16.40.06.755,0.080,0.293,0.227,0.914
1727530806765,2024-09-28T16.40.06.765,0.090,0.408,0.234,0.877
1727530806775,2024-09-28T16.40.06.775,0.100,0.519,0.223,0.831
1727530806785,2024-09-28T16.40.06.785,0.110,0.555,0.193,0.733
1727530806795,2024-09-28T16.40.06.795,0.120,0.475,0.175,0.586
1727530806805,2024-09-28T16.40.06.805,0.130,0.235,0.119,0.404
1727530806815,2024-09-28T16.40.06.815,0.140,-0.160,0.098,0.220
1727530806825,2024-09-28T16.40.06.825,0.150,-0.528,0.076,0.085
1727530806835,2024-09-28T16.40.06.835,0.160,-0.795,0.027,0.018
1727530806845,2024-09-28T16.40.06.845,0.170,-1.030,-0.003,-0.002
1727530806855,2024-09-28T16.40.06.855,0.180,-1.223,-0.004,-0.042
1727530806865,2024-09-28T16.40.06.865,0.190,-1.403,0.007,-0.026
1727530806875,2024-09-28T16.40.06.875,0.200,-1.503,0.014,0.023
1727530806885,2024-09-28T16.40.06.885,0.210,-1.519,0.014,0.104
1727530806895,2024-09-28T16.40.06.895,0.220,-1.454,0.015,0.164
1727530806905,2024-09-28T16.40.06.905,0.230,-1.307,-0.002,0.228
1727530806915,2024-09-28T16.40.06.915,0.240,-1.200,0.029,0.244
1727530806925,2024-09-28T16.40.06.925,0.250,-1.114,0.077,0.209
1727530806935,2024-09-28T16.40.06.935,0.260,-1.078,0.107,0.138
1727530806945,2024-09-28T16.40.06.945,0.270,-1.097,0.120,0.047
1727530806955,2024-09-28T16.40.06.955,0.280,-1.093,0.106,-0.033
1727530806965,2024-09-28T16.40.06.965,0.290,-1.119,0.097,-0.067
1727530806975,2024-09-28T16.40.06.975,0.300,-1.151,0.096,-0.081
1727530806985,2024-09-28T16.40.06.985,0.310,-1.118,0.083,-0.060
1727530806995,2024-09-28T16.40.06.995,0.320,-1.058,0.079,-0.012
1727530807005,2024-09-28T16.40.07.005,0.330,-1.027,0.078,0.045
1727530807015,2024-09-28T16.40.07.015,0.340,-1.018,0.075,0.089
1727530807025,2024-09-28T16.40.07.025,0.350,-1.002,0.058,0.094
1727530807035,2024-09-28T16.40.07.035,0.360,-0.991,0.044,0.074
1727530807045,2024-09-28T16.40.07.045,0.370,-1.026,0.037,0.055
1727530807055,2024-09-28T16.40.07.055,0.380,-1.070,0.037,0.039
1727530807065,2024-09-28T16.40.07.065,0.390,-1.034,0.054,0.023
1727530807075,2024-09-28T16.40.07.075,0.400,-0.953,0.075,0.028
1727530807085,2024-09-28T16.40.07.085,0.410,-0.948,0.085,0.047
1727530807095,2024-09-28T16.40.07.095,0.420,-1.023,0.079,0.056
1727530807105,2024-09-28T16.40.07.105,0.430,-1.096,0.073,0.060
1727530807115,2024-09-28T16.40.07.115,0.440,-1.163,0.066,0.061
1727530807125,2024-09-28T16.40.07.125,0.450,-1.211,0.086,0.069
1727530807135,2024-09-28T16.40.07.135,0.460,-1.200,0.080,0.108
1727530807145,2024-09-28T16.40.07.145,0.470,-1.186,0.084,0.156
1727530807155,2024-09-28T16.40.07.155,0.480,-1.198,0.096,0.207
1727530807165,2024-09-28T16.40.07.165,0.490,-1.201,0.083,0.245
