epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727530871688,2024-09-28T16.41.11.688,0.000,48.476,-435.610,-9.878
1727530871698,2024-09-28T16.41.11.698,0.010,47.927,-430.427,-9.451
1727530871708,2024-09-28T16.41.11.708,0.020,44.756,-404.512,-7.134
1727530871718,2024-09-28T16.41.11.718,0.030,38.293,-368.720,-5.610
1727530871728,2024-09-28T16.41.11.728,0.040,31.280,-336.890,-3.171
1727530871738,2024-09-28T16.41.11.738,0.050,26.159,-310.732,-0.122
1727530871748,2024-09-28T16.41.11.748,0.060,22.805,-283.659,-0.488
1727530871758,2024-09-28T16.41.11.758,0.070,23.110,-258.415,0.244
1727530871768,2024-09-28T16.41.11.768,0.080,26.768,-251.646,4.390
1727530871778,2024-09-28T16.41.11.778,0.090,29.573,-267.195,4.085
1727530871788,2024-09-28T16.41.11.788,0.100,30.793,-282.561,-1.646
1727530871798,2024-09-28T16.41.11.798,0.110,30.915,-272.683,-5.549
1727530871808,2024-09-28T16.41.11.808,0.120,29.695,-236.646,-5.915
1727530871818,2024-09-28T16.41.11.818,0.130,25.183,-188.415,-3.780
1727530871828,2024-09-28T16.41.11.828,0.140,16.524,-136.524,-0.305
1727530871838,2024-09-28T16.41.11.838,0.150,5.915,-85.305,2.256
1727530871848,2024-09-28T16.41.11.848,0.160,-2.805,-37.927,2.500
1727530871858,2024-09-28T16.41.11.858,0.170,-7.622,1.341,2.805
1727530871868,2024-09-28T16.41.11.868,0.180,-8.415,22.988,5.427
1727530871878,2024-09-28T16.41.11.878,0.190,-8.537,21.646,8.232
1727530871888,2024-09-28T16.41.11.888,0.200,-6.829,2.134,7.561
1727530871898,2024-09-28T16.41.11.898,0.210,-4.085,-16.220,4.817
1727530871908,2024-09-28T16.41.11.908,0.220,-0.183,-21.463,2.744
1727530871918,2024-09-28T16.41.11.918,0.230,3.293,-16.037,0.854
1727530871928,2024-09-28T16.41.11.928,0.240,2.927,-6.829,-0.366
1727530871938,2024-09-28T16.41.11.938,0.250,-0.061,4.939,-0.915
1727530871948,2024-09-28T16.41.11.948,0.260,-2.256,15.000,-0.183
1727530871958,2024-09-28T16.41.11.958,0.270,-2.988,15.915,0.244
1727530871968,2024-09-28T16.41.11.968,0.280,-1.951,7.256,0.488
1727530871978,2024-09-28T16.41.11.978,0.290,0.183,-5.793,0.427
1727530871988,2024-09-28T16.41.11.988,0.300,3.049,-13.293,-0.671
1727530871998,2024-09-28T16.41.11.998,0.310,5.671,-11.402,0.061
1727530872008,2024-09-28T16.41.12.008,0.320,6.463,-2.561,0.915
