epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727530851106,2024-09-28T16.40.51.106,0.000,-1.060,0.013,0.174
1727530851116,2024-09-28T16.40.51.116,0.010,-1.143,0.013,0.191
1727530851126,2024-09-28T16.40.51.126,0.020,-1.213,0.021,0.217
1727530851136,2024-09-28T16.40.51.136,0.030,-1.205,0.015,0.254
1727530851146,2024-09-28T16.40.51.146,0.040,-1.214,-0.004,0.302
1727530851156,2024-09-28T16.40.51.156,0.050,-1.268,0.009,0.351
1727530851166,2024-09-28T16.40.51.166,0.060,-1.161,0.015,0.384
1727530851176,2024-09-28T16.40.51.176,0.070,-0.990,0.012,0.414
1727530851186,2024-09-28T16.40.51.186,0.080,-0.912,0.007,0.469
1727530851196,2024-09-28T16.40.51.196,0.090,-0.827,0.005,0.516
1727530851206,2024-09-28T16.40.51.206,0.100,-0.727,0.003,0.554
1727530851216,2024-09-28T16.40.51.216,0.110,-0.675,-0.019,0.605
1727530851226,2024-09-28T16.40.51.226,0.120,-0.657,-0.011,0.629
1727530851236,2024-09-28T16.40.51.236,0.130,-0.552,0.029,0.623
1727530851246,2024-09-28T16.40.51.246,0.140,-0.361,0.061,0.639
1727530851256,2024-09-28T16.40.51.256,0.150,-0.165,0.073,0.676
1727530851266,2024-09-28T16.40.51.266,0.160,-0.050,0.071,0.723
1727530851276,2024-09-28T16.40.51.276,0.170,0.014,0.111,0.744
1727530851286,2024-09-28T16.40.51.286,0.180,0.157,0.144,0.760
1727530851296,2024-09-28T16.40.51.296,0.190,0.258,0.123,0.803
1727530851306,2024-09-28T16.40.51.306,0.200,0.237,0.139,0.816
1727530851316,2024-09-28T16.40.51.316,0.210,0.269,0.161,0.815
1727530851326,2024-09-28T16.40.51.326,0.220,0.403,0.136,0.849
1727530851336,2024-09-28T16.40.51.336,0.230,0.434,0.123,0.877
1727530851346,2024-09-28T16.40.51.346,0.240,0.361,0.147,0.885
1727530851356,2024-09-28T16.40.51.356,0.250,0.315,0.151,0.884
1727530851366,2024-09-28T16.40.51.366,0.260,0.359,0.158,0.883
1727530851376,2024-09-28T16.40.51.376,0.270,0.447,0.167,0.885
1727530851386,2024-09-28T16.40.51.386,0.280,0.497,0.159,0.889
1727530851396,2024-09-28T16.40.51.396,0.290,0.493,0.158,0.880
1727530851406,2024-09-28T16.40.51.406,0.300,0.483,0.166,0.879
1727530851416,2024-09-28T16.40.51.416,0.310,0.499,0.159,0.885
1727530851426,2024-09-28T16.40.51.426,0.320,0.491,0.155,0.888
1727530851436,2024-09-28T16.40.51.436,0.330,0.412,0.166,0.886
1727530851446,2024-09-28T16.40.51.446,0.340,0.336,0.165,0.886
1727530851456,2024-09-28T16.40.51.456,0.350,0.335,0.163,0.896
1727530851466,2024-09-28T16.40.51.466,0.360,0.356,0.160,0.912
1727530851476,2024-09-28T16.40.51.476,0.370,0.368,0.150,0.916
1727530851486,2024-09-28T16.40.51.486,0.380,0.395,0.148,0.911
1727530851496,2024-09-28T16.40.51.496,0.390,0.436,0.149,0.908
1727530851506,2024-09-28T16.40.51.506,0.400,0.448,0.147,0.909
1727530851516,2024-09-28T16.40.51.516,0.410,0.471,0.145,0.909
1727530851526,2024-09-28T16.40.51.526,0.420,0.454,0.138,0.910
1727530851536,2024-09-28T16.40.51.536,0.430,0.342,0.137,0.911
1727530851546,2024-09-28T16.40.51.546,0.440,0.243,0.147,0.912
1727530851556,2024-09-28T16.40.51.556,0.450,0.241,0.145,0.931
1727530851566,2024-09-28T16.40.51.566,0.460,0.317,0.135,0.947
1727530851576,2024-09-28T16.40.51.576,0.470,0.390,0.135,0.945
1727530851586,2024-09-28T16.40.51.586,0.480,0.416,0.135,0.930
1727530851596,2024-09-28T16.40.51.596,0.490,0.429,0.147,0.912
1727530851606,2024-09-28T16.40.51.606,0.500,0.449,0.150,0.908
1727530851616,2024-09-28T16.40.51.616,0.510,0.464,0.143,0.904
1727530851626,2024-09-28T16.40.51.626,0.520,0.464,0.144,0.896
1727530851636,2024-09-28T16.40.51.636,0.530,0.394,0.138,0.892
1727530851646,2024-09-28T16.40.51.646,0.540,0.243,0.137,0.901
1727530851656,2024-09-28T16.40.51.656,0.550,0.145,0.138,0.925
1727530851666,2024-09-28T16.40.51.666,0.560,0.175,0.128,0.958
1727530851676,2024-09-28T16.40.51.676,0.570,0.242,0.113,0.977
1727530851686,2024-09-28T16.40.51.686,0.580,0.268,0.113,0.962
1727530851696,2024-09-28T16.40.51.696,0.590,0.335,0.131,0.924
1727530851706,2024-09-28T16.40.51.706,0.600,0.463,0.157,0.893
1727530851716,2024-09-28T16.40.51.716,0.610,0.574,0.145,0.888
1727530851726,2024-09-28T16.40.51.726,0.620,0.541,0.141,0.863
1727530851736,2024-09-28T16.40.51.736,0.630,0.381,0.164,0.830
1727530851746,2024-09-28T16.40.51.746,0.640,0.214,0.165,0.810
1727530851756,2024-09-28T16.40.51.756,0.650,0.086,0.156,0.798
1727530851766,2024-09-28T16.40.51.766,0.660,0.045,0.154,0.760
1727530851776,2024-09-28T16.40.51.776,0.670,0.114,0.148,0.729
1727530851786,2024-09-28T16.40.51.786,0.680,0.114,0.112,0.672
1727530851796,2024-09-28T16.40.51.796,0.690,-0.087,0.091,0.566
1727530851806,2024-09-28T16.40.51.806,0.700,-0.369,0.080,0.447
1727530851816,2024-09-28T16.40.51.816,0.710,-0.603,0.042,0.370
1727530851826,2024-09-28T16.40.51.826,0.720,-0.806,0.017,0.320
1727530851836,2024-09-28T16.40.51.836,0.730,-0.917,-0.025,0.268
1727530851846,2024-09-28T16.40.51.846,0.740,-1.033,-0.077,0.221
1727530851856,2024-09-28T16.40.51.856,0.750,-1.268,-0.075,0.238
1727530851866,2024-09-28T16.40.51.866,0.760,-1.289,-0.059,0.246
1727530851876,2024-09-28T16.40.51.876,0.770,-1.174,-0.067,0.225
1727530851886,2024-09-28T16.40.51.886,0.780,-1.154,-0.065,0.206
1727530851896,2024-09-28T16.40.51.896,0.790,-1.156,-0.058,0.179
1727530851906,2024-09-28T16.40.51.906,0.800,-1.175,-0.048,0.158
1727530851916,2024-09-28T16.40.51.916,0.810,-1.193,-0.016,0.128
1727530851926,2024-09-28T16.40.51.926,0.820,-1.218,0.008,0.068
1727530851936,2024-09-28T16.40.51.936,0.830,-1.205,0.040,0.034
1727530851946,2024-09-28T16.40.51.946,0.840,-1.120,0.063,0.066
1727530851956,2024-09-28T16.40.51.956,0.850,-1.065,0.085,0.125
1727530851966,2024-09-28T16.40.51.966,0.860,-1.037,0.084,0.177
1727530851976,2024-09-28T16.40.51.976,0.870,-1.071,0.069,0.187
1727530851986,2024-09-28T16.40.51.986,0.880,-1.116,0.055,0.154
1727530851996,2024-09-28T16.40.51.996,0.890,-1.125,0.046,0.139
1727530852006,2024-09-28T16.40.52.006,0.900,-1.079,0.026,0.116
1727530852016,2024-09-28T16.40.52.016,0.910,-1.051,0.010,0.067
1727530852026,2024-09-28T16.40.52.026,0.920,-1.049,0.009,0.022
1727530852036,2024-09-28T16.40.52.036,0.930,-1.032,0.009,0.011
1727530852046,2024-09-28T16.40.52.046,0.940,-1.000,0.011,0.030
1727530852056,2024-09-28T16.40.52.056,0.950,-0.990,0.018,0.078
1727530852066,2024-09-28T16.40.52.066,0.960,-0.995,0.024,0.115
1727530852076,2024-09-28T16.40.52.076,0.970,-1.012,0.025,0.131
1727530852086,2024-09-28T16.40.52.086,0.980,-1.053,0.024,0.160
1727530852096,2024-09-28T16.40.52.096,0.990,-1.106,0.024,0.194
1727530852106,2024-09-28T16.40.52.106,1.000,-1.122,0.020,0.227
1727530852116,2024-09-28T16.40.52.116,1.010,-1.131,0.015,0.248
1727530852126,2024-09-28T16.40.52.126,1.020,-1.182,0.004,0.267
1727530852136,2024-09-28T16.40.52.136,1.030,-1.221,0.014,0.302
1727530852146,2024-09-28T16.40.52.146,1.040,-1.100,0.030,0.336
1727530852156,2024-09-28T16.40.52.156,1.050,-0.906,0.044,0.386
1727530852166,2024-09-28T16.40.52.166,1.060,-0.761,0.036,0.456
1727530852176,2024-09-28T16.40.52.176,1.070,-0.732,0.021,0.516
1727530852186,2024-09-28T16.40.52.186,1.080,-0.789,0.012,0.558
1727530852196,2024-09-28T16.40.52.196,1.090,-0.767,0.010,0.569
1727530852206,2024-09-28T16.40.52.206,1.100,-0.664,0.021,0.598
1727530852216,2024-09-28T16.40.52.216,1.110,-0.579,-0.005,0.655
1727530852226,2024-09-28T16.40.52.226,1.120,-0.586,-0.016,0.699
1727530852236,2024-09-28T16.40.52.236,1.130,-0.504,0.034,0.718
1727530852246,2024-09-28T16.40.52.246,1.140,-0.258,0.063,0.752
1727530852256,2024-09-28T16.40.52.256,1.150,-0.022,0.074,0.808
1727530852266,2024-09-28T16.40.52.266,1.160,0.136,0.059,0.856
