epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727530367905,2024-09-28T16.32.47.905,0.000,0.132,0.128,0.503
1727530367915,2024-09-28T16.32.47.915,0.010,-0.137,0.116,0.459
1727530367925,2024-09-28T16.32.47.925,0.020,-0.328,0.073,0.438
1727530367935,2024-09-28T16.32.47.935,0.030,-0.468,0.044,0.433
1727530367945,2024-09-28T16.32.47.945,0.040,-0.620,0.037,0.440
1727530367955,2024-09-28T16.32.47.955,0.050,-0.803,0.007,0.443
1727530367965,2024-09-28T16.32.47.965,0.060,-0.975,-0.046,0.453
1727530367975,2024-09-28T16.32.47.975,0.070,-1.102,-0.079,0.449
1727530367985,2024-09-28T16.32.47.985,0.080,-1.125,-0.070,0.416
1727530367995,2024-09-28T16.32.47.995,0.090,-1.036,-0.043,0.359
1727530368005,2024-09-28T16.32.48.005,0.100,-0.965,-0.021,0.300
1727530368015,2024-09-28T16.32.48.015,0.110,-1.027,-0.011,0.265
1727530368025,2024-09-28T16.32.48.025,0.120,-1.154,-0.012,0.232
1727530368035,2024-09-28T16.32.48.035,0.130,-1.245,-0.011,0.224
1727530368045,2024-09-28T16.32.48.045,0.140,-1.247,0.010,0.211
1727530368055,2024-09-28T16.32.48.055,0.150,-1.152,0.032,0.180
1727530368065,2024-09-28T16.32.48.065,0.160,-1.010,0.036,0.171
1727530368075,2024-09-28T16.32.48.075,0.170,-0.905,0.047,0.196
1727530368085,2024-09-28T16.32.48.085,0.180,-0.888,0.058,0.194
1727530368095,2024-09-28T16.32.48.095,0.190,-0.936,0.055,0.185
1727530368105,2024-09-28T16.32.48.105,0.200,-1.019,0.058,0.164
1727530368115,2024-09-28T16.32.48.115,0.210,-1.082,0.056,0.157
1727530368125,2024-09-28T16.32.48.125,0.220,-1.075,0.046,0.168
1727530368135,2024-09-28T16.32.48.135,0.230,-1.018,0.055,0.179
1727530368145,2024-09-28T16.32.48.145,0.240,-0.969,0.063,0.178
