epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727530453332,2024-09-28T16.34.13.332,0.000,0.260,0.155,0.886
1727530453342,2024-09-28T16.34.13.342,0.010,0.276,0.157,0.901
1727530453352,2024-09-28T16.34.13.352,0.020,0.339,0.148,0.924
1727530453362,2024-09-28T16.34.13.362,0.030,0.416,0.129,0.913
1727530453372,2024-09-28T16.34.13.372,0.040,0.463,0.137,0.895
1727530453382,2024-09-28T16.34.13.382,0.050,0.487,0.150,0.874
1727530453392,2024-09-28T16.34.13.392,0.060,0.512,0.148,0.871
1727530453402,2024-09-28T16.34.13.402,0.070,0.494,0.140,0.886
1727530453412,2024-09-28T16.34.13.412,0.080,0.375,0.129,0.876
1727530453422,2024-09-28T16.34.13.422,0.090,0.281,0.141,0.859
1727530453432,2024-09-28T16.34.13.432,0.100,0.315,0.144,0.872
1727530453442,2024-09-28T16.34.13.442,0.110,0.398,0.137,0.901
1727530453452,2024-09-28T16.34.13.452,0.120,0.432,0.132,0.921
1727530453462,2024-09-28T16.34.13.462,0.130,0.451,0.136,0.915
1727530453472,2024-09-28T16.34.13.472,0.140,0.449,0.139,0.898
1727530453482,2024-09-28T16.34.13.482,0.150,0.432,0.145,0.892
1727530453492,2024-09-28T16.34.13.492,0.160,0.393,0.141,0.901
1727530453502,2024-09-28T16.34.13.502,0.170,0.318,0.120,0.909
1727530453512,2024-09-28T16.34.13.512,0.180,0.273,0.127,0.911
1727530453522,2024-09-28T16.34.13.522,0.190,0.309,0.140,0.919
1727530453532,2024-09-28T16.34.13.532,0.200,0.385,0.134,0.934
1727530453542,2024-09-28T16.34.13.542,0.210,0.429,0.134,0.946
1727530453552,2024-09-28T16.34.13.552,0.220,0.436,0.137,0.944
1727530453562,2024-09-28T16.34.13.562,0.230,0.425,0.133,0.937
1727530453572,2024-09-28T16.34.13.572,0.240,0.404,0.141,0.926
1727530453582,2024-09-28T16.34.13.582,0.250,0.363,0.135,0.916
1727530453592,2024-09-28T16.34.13.592,0.260,0.318,0.131,0.911
1727530453602,2024-09-28T16.34.13.602,0.270,0.322,0.138,0.917
1727530453612,2024-09-28T16.34.13.612,0.280,0.371,0.133,0.934
1727530453622,2024-09-28T16.34.13.622,0.290,0.403,0.121,0.941
1727530453632,2024-09-28T16.34.13.632,0.300,0.405,0.123,0.936
1727530453642,2024-09-28T16.34.13.642,0.310,0.394,0.130,0.923
1727530453652,2024-09-28T16.34.13.652,0.320,0.379,0.133,0.906
1727530453662,2024-09-28T16.34.13.662,0.330,0.388,0.145,0.902
1727530453672,2024-09-28T16.34.13.672,0.340,0.397,0.140,0.906
1727530453682,2024-09-28T16.34.13.682,0.350,0.350,0.130,0.903
1727530453692,2024-09-28T16.34.13.692,0.360,0.300,0.135,0.898
1727530453702,2024-09-28T16.34.13.702,0.370,0.332,0.125,0.900
1727530453712,2024-09-28T16.34.13.712,0.380,0.409,0.119,0.919
1727530453722,2024-09-28T16.34.13.722,0.390,0.425,0.120,0.922
1727530453732,2024-09-28T16.34.13.732,0.400,0.417,0.123,0.915
1727530453742,2024-09-28T16.34.13.742,0.410,0.447,0.128,0.925
1727530453752,2024-09-28T16.34.13.752,0.420,0.434,0.120,0.929
1727530453762,2024-09-28T16.34.13.762,0.430,0.389,0.135,0.927
1727530453772,2024-09-28T16.34.13.772,0.440,0.402,0.148,0.923
1727530453782,2024-09-28T16.34.13.782,0.450,0.487,0.163,0.918
1727530453792,2024-09-28T16.34.13.792,0.460,0.581,0.193,0.882
