epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727530367906,2024-09-28T16.32.47.906,0.000,-80.183,695.854,-18.110
1727530367916,2024-09-28T16.32.47.916,0.010,-82.561,701.585,-17.378
1727530367926,2024-09-28T16.32.47.926,0.020,-92.378,721.585,-15.061
1727530367936,2024-09-28T16.32.47.936,0.030,-98.841,734.817,-7.378
1727530367946,2024-09-28T16.32.47.946,0.040,-97.317,730.732,0.732
1727530367956,2024-09-28T16.32.47.956,0.050,-89.878,706.037,4.756
1727530367966,2024-09-28T16.32.47.966,0.060,-79.024,657.805,9.146
1727530367976,2024-09-28T16.32.47.976,0.070,-64.085,587.195,18.049
1727530367986,2024-09-28T16.32.47.986,0.080,-47.012,506.220,27.744
1727530367996,2024-09-28T16.32.47.996,0.090,-30.488,429.207,32.195
1727530368006,2024-09-28T16.32.48.006,0.100,-17.805,370.549,27.622
1727530368016,2024-09-28T16.32.48.016,0.110,-8.415,326.890,18.841
1727530368026,2024-09-28T16.32.48.026,0.120,0.183,281.768,13.110
1727530368036,2024-09-28T16.32.48.036,0.130,8.293,222.256,11.524
1727530368046,2024-09-28T16.32.48.046,0.140,15.671,152.622,9.451
1727530368056,2024-09-28T16.32.48.056,0.150,20.793,90.549,5.610
1727530368066,2024-09-28T16.32.48.066,0.160,21.707,52.561,3.354
1727530368076,2024-09-28T16.32.48.076,0.170,20.122,42.927,3.598
1727530368086,2024-09-28T16.32.48.086,0.180,17.378,52.195,3.354
1727530368096,2024-09-28T16.32.48.096,0.190,13.049,63.232,3.415
1727530368106,2024-09-28T16.32.48.106,0.200,8.963,60.732,3.110
1727530368116,2024-09-28T16.32.48.116,0.210,6.159,43.780,-0.061
1727530368126,2024-09-28T16.32.48.126,0.220,4.085,21.159,-1.402
1727530368136,2024-09-28T16.32.48.136,0.230,3.415,3.720,1.220
1727530368146,2024-09-28T16.32.48.146,0.240,3.415,-3.049,2.683
1727530368156,2024-09-28T16.32.48.156,0.250,3.110,-1.768,3.171
1727530368166,2024-09-28T16.32.48.166,0.260,2.622,0.366,5.000
1727530368176,2024-09-28T16.32.48.176,0.270,2.012,0.549,4.451
1727530368186,2024-09-28T16.32.48.186,0.280,1.159,-1.341,2.439
1727530368196,2024-09-28T16.32.48.196,0.290,0.549,-5.061,1.341
1727530368206,2024-09-28T16.32.48.206,0.300,0.549,-10.183,0.976
1727530368216,2024-09-28T16.32.48.216,0.310,1.037,-15.793,-0.122
1727530368226,2024-09-28T16.32.48.226,0.320,2.195,-23.537,-1.098
1727530368236,2024-09-28T16.32.48.236,0.330,4.329,-37.195,-1.585
1727530368246,2024-09-28T16.32.48.246,0.340,6.037,-57.988,-1.280
1727530368256,2024-09-28T16.32.48.256,0.350,8.354,-86.524,-2.195
1727530368266,2024-09-28T16.32.48.266,0.360,12.134,-126.585,-2.317
1727530368276,2024-09-28T16.32.48.276,0.370,15.061,-180.183,-1.098
1727530368286,2024-09-28T16.32.48.286,0.380,16.829,-241.951,0.061
1727530368296,2024-09-28T16.32.48.296,0.390,17.744,-301.037,-0.122
1727530368306,2024-09-28T16.32.48.306,0.400,16.098,-345.549,-0.427
1727530368316,2024-09-28T16.32.48.316,0.410,14.390,-374.207,-0.122
1727530368326,2024-09-28T16.32.48.326,0.420,14.573,-399.817,1.159
1727530368336,2024-09-28T16.32.48.336,0.430,15.366,-430.488,-0.793
1727530368346,2024-09-28T16.32.48.346,0.440,18.720,-467.988,-5.305
1727530368356,2024-09-28T16.32.48.356,0.450,23.293,-500.610,-11.951
1727530368366,2024-09-28T16.32.48.366,0.460,31.585,-530.610,-14.451
1727530368376,2024-09-28T16.32.48.376,0.470,41.951,-563.659,-12.500
