epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T16.00.48.258;0.000;0.140;-0.053;1.020;-5.122;9.573;-10.671
1,72753E+12;2024-09-28T16.00.48.268;0.010;0.131;-0.058;1.025;-4.634;9.817;-10.305
1,72753E+12;2024-09-28T16.00.48.278;0.020;0.115;-0.063;1.017;-3.780;10.244;-9.817
1,72753E+12;2024-09-28T16.00.48.288;0.030;0.110;-0.065;1.000;-3.415;11.585;-8.963
1,72753E+12;2024-09-28T16.00.48.298;0.040;0.123;-0.060;0.990;-3.659;15.671;-8.659
1,72753E+12;2024-09-28T16.00.48.308;0.050;0.141;-0.059;0.996;-2.866;22.500;-9.329
1,72753E+12;2024-09-28T16.00.48.318;0.060;0.126;-0.066;1.005;-1.280;28.780;-9.390
1,72753E+12;2024-09-28T16.00.48.328;0.070;0.091;-0.069;1.006;-0.244;30.244;-8.780
1,72753E+12;2024-09-28T16.00.48.338;0.080;0.066;-0.061;1.004;0.061;27.378;-10.244
1,72753E+12;2024-09-28T16.00.48.348;0.090;0.041;-0.051;1.000;-0.793;22.561;-13.232
1,72753E+12;2024-09-28T16.00.48.358;0.100;0.011;-0.055;1.000;-1.585;17.012;-14.451
1,72753E+12;2024-09-28T16.00.48.368;0.110;-0.019;-0.057;1.005;-2.073;11.220;-14.268
1,72753E+12;2024-09-28T16.00.48.378;0.120;-0.026;-0.051;1.018;-2.805;6.829;-15.061
1,72753E+12;2024-09-28T16.00.48.388;0.130;-0.012;-0.048;1.020;-3.841;5.305;-17.988
1,72753E+12;2024-09-28T16.00.48.398;0.140;-0.007;-0.051;1.013;-4.390;5.976;-21.585
1,72753E+12;2024-09-28T16.00.48.408;0.150;-0.019;-0.051;0.999;-4.756;7.012;-24.329
1,72753E+12;2024-09-28T16.00.48.418;0.160;-0.035;-0.049;0.988;-4.756;7.805;-26.524
1,72753E+12;2024-09-28T16.00.48.428;0.170;-0.043;-0.048;0.984;-4.390;8.354;-28.659
1,72753E+12;2024-09-28T16.00.48.438;0.180;-0.045;-0.048;0.976;-3.415;8.293;-31.524
1,72753E+12;2024-09-28T16.00.48.448;0.190;-0.065;-0.059;0.958;-2.683;6.707;-33.780
1,72753E+12;2024-09-28T16.00.48.458;0.200;-0.080;-0.057;0.927;-3.232;4.817;-36.585
1,72753E+12;2024-09-28T16.00.48.468;0.210;-0.075;-0.049;0.906;-4.695;4.695;-40.305
1,72753E+12;2024-09-28T16.00.48.478;0.220;-0.067;-0.051;0.887;-5.183;5.427;-43.720
1,72753E+12;2024-09-28T16.00.48.488;0.230;-0.072;-0.057;0.875;-3.598;5.549;-47.439
1,72753E+12;2024-09-28T16.00.48.498;0.240;-0.073;-0.057;0.845;-1.220;5.366;-51.646
1,72753E+12;2024-09-28T16.00.48.508;0.250;-0.073;-0.057;0.814;1.768;5.793;-55.793
1,72753E+12;2024-09-28T16.00.48.518;0.260;-0.073;-0.059;0.794;5.488;5.671;-59.329
1,72753E+12;2024-09-28T16.00.48.528;0.270;-0.070;-0.054;0.769;9.451;5.061;-62.744
1,72753E+12;2024-09-28T16.00.48.538;0.280;-0.065;-0.050;0.721;10.793;5.488;-65.915
1,72753E+12;2024-09-28T16.00.48.548;0.290;-0.023;-0.017;0.644;5.610;14.695;-69.573
1,72753E+12;2024-09-28T16.00.48.558;0.300;0.098;0.021;0.581;-5.000;42.561;-75.671
1,72753E+12;2024-09-28T16.00.48.568;0.310;0.247;0.023;0.576;-13.598;86.585;-84.695
1,72753E+12;2024-09-28T16.00.48.578;0.320;0.261;-0.009;0.687;-12.378;130.000;-92.256
1,72753E+12;2024-09-28T16.00.48.588;0.330;0.148;-0.004;0.811;-0.061;148.902;-93.720
1,72753E+12;2024-09-28T16.00.48.598;0.340;-0.004;0.030;0.855;19.146;134.268;-90.549
1,72753E+12;2024-09-28T16.00.48.608;0.350;-0.122;0.062;0.849;35.854;95.488;-83.841
1,72753E+12;2024-09-28T16.00.48.618;0.360;-0.158;0.042;0.826;47.622;45.061;-69.024
1,72753E+12;2024-09-28T16.00.48.628;0.370;-0.126;0.059;0.821;59.085;0.061;-55.183
1,72753E+12;2024-09-28T16.00.48.638;0.380;-0.042;0.107;0.825;65.122;-33.110;-50.793
1,72753E+12;2024-09-28T16.00.48.648;0.390;0.022;0.100;0.815;66.220;-52.073;-48.110
1,72753E+12;2024-09-28T16.00.48.658;0.400;0.082;0.136;0.804;62.256;-60.976;-46.463
1,72753E+12;2024-09-28T16.00.48.668;0.410;0.149;0.163;0.827;55.488;-53.476;-50.610
1,72753E+12;2024-09-28T16.00.48.678;0.420;0.254;0.157;0.859;49.146;-18.841;-58.354
1,72753E+12;2024-09-28T16.00.48.688;0.430;0.342;0.134;0.882;45.488;36.280;-61.220
1,72753E+12;2024-09-28T16.00.48.698;0.440;0.308;0.111;0.925;46.707;82.866;-57.317
1,72753E+12;2024-09-28T16.00.48.708;0.450;0.186;0.131;0.937;52.317;94.207;-52.073
1,72753E+12;2024-09-28T16.00.48.718;0.460;0.046;0.140;0.926;58.415;73.049;-46.098
1,72753E+12;2024-09-28T16.00.48.728;0.470;-0.017;0.139;0.916;63.354;38.354;-38.659
1,72753E+12;2024-09-28T16.00.48.738;0.480;0.019;0.150;0.905;68.049;6.524;-30.549
1,72753E+12;2024-09-28T16.00.48.748;0.490;0.083;0.162;0.887;71.890;-14.756;-24.817
1,72753E+12;2024-09-28T16.00.48.758;0.500;0.143;0.178;0.876;76.159;-26.768;-20.732
1,72753E+12;2024-09-28T16.00.48.768;0.510;0.180;0.194;0.893;80.183;-30.854;-15.671
1,72753E+12;2024-09-28T16.00.48.778;0.520;0.200;0.204;0.943;84.573;-25.366;-10.183
1,72753E+12;2024-09-28T16.00.48.788;0.530;0.214;0.191;1.003;89.085;-13.963;-5.122
1,72753E+12;2024-09-28T16.00.48.798;0.540;0.219;0.211;1.021;91.646;-5.122;-4.146
1,72753E+12;2024-09-28T16.00.48.808;0.550;0.188;0.247;1.027;92.561;-2.744;-6.037
1,72753E+12;2024-09-28T16.00.48.818;0.560;0.131;0.267;1.021;92.439;-8.598;-7.317
1,72753E+12;2024-09-28T16.00.48.828;0.570;0.081;0.278;1.020;92.195;-18.171;-6.159
1,72753E+12;2024-09-28T16.00.48.838;0.580;0.096;0.284;1.013;92.805;-25.122;-2.683
1,72753E+12;2024-09-28T16.00.48.848;0.590;0.135;0.290;0.992;92.500;-26.402;1.402
1,72753E+12;2024-09-28T16.00.48.858;0.600;0.170;0.303;0.962;90.305;-23.171;5.488
1,72753E+12;2024-09-28T16.00.48.868;0.610;0.218;0.320;0.938;87.622;-16.890;10.061
1,72753E+12;2024-09-28T16.00.48.878;0.620;0.240;0.317;0.950;85.793;-9.695;14.268
1,72753E+12;2024-09-28T16.00.48.888;0.630;0.217;0.330;0.978;84.268;-5.610;17.805
1,72753E+12;2024-09-28T16.00.48.898;0.640;0.211;0.368;0.999;83.049;-5.366;20.000
1,72753E+12;2024-09-28T16.00.48.908;0.650;0.197;0.394;1.015;81.768;-8.049;20.732
1,72753E+12;2024-09-28T16.00.48.918;0.660;0.161;0.411;1.022;80.061;-14.817;23.354
