epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,73E+12;2024-09-28T16.01.16.908;0.000;0.145;-0.180;0.978;-7.500;-5.000;-12.561
1,73E+12;2024-09-28T16.01.16.918;0.010;0.127;-0.177;0.973;-7.134;-4.634;-12.378
1,73E+12;2024-09-28T16.01.16.928;0.020;0.110;-0.183;0.962;-7.439;-5.427;-12.561
1,73E+12;2024-09-28T16.01.16.938;0.030;0.106;-0.182;0.952;-8.780;-6.585;-14.024
1,73E+12;2024-09-28T16.01.16.948;0.040;0.113;-0.173;0.942;-9.878;-6.646;-18.232
1,73E+12;2024-09-28T16.01.16.958;0.050;0.104;-0.179;0.942;-9.573;-4.756;-22.073
1,73E+12;2024-09-28T16.01.16.968;0.060;0.088;-0.191;0.931;-8.354;-2.439;-23.476
1,73E+12;2024-09-28T16.01.16.978;0.070;0.090;-0.190;0.911;-7.134;-0.915;-25.427
1,73E+12;2024-09-28T16.01.16.988;0.080;0.085;-0.182;0.885;-5.793;0.000;-28.232
1,73E+12;2024-09-28T16.01.16.998;0.090;0.063;-0.184;0.855;-4.390;-0.061;-30.610
1,73E+12;2024-09-28T16.01.17.008;0.100;0.052;-0.182;0.845;-2.195;-1.098;-31.890
1,73E+12;2024-09-28T16.01.17.018;0.110;0.037;-0.184;0.837;0.976;-2.134;-33.598
1,73E+12;2024-09-28T16.01.17.028;0.120;0.038;-0.175;0.844;4.695;-4.634;-37.683
1,73E+12;2024-09-28T16.01.17.038;0.130;0.021;-0.161;0.847;7.927;-9.024;-42.256
1,73E+12;2024-09-28T16.01.17.048;0.140;0.006;-0.142;0.846;10.610;-15.488;-47.256
1,73E+12;2024-09-28T16.01.17.058;0.150;0.011;-0.141;0.830;14.085;-18.902;-53.780
1,73E+12;2024-09-28T16.01.17.068;0.160;0.027;-0.151;0.808;18.232;-17.439;-58.415
1,73E+12;2024-09-28T16.01.17.078;0.170;0.043;-0.155;0.781;20.549;-14.390;-60.366
1,73E+12;2024-09-28T16.01.17.088;0.180;0.048;-0.137;0.753;20.427;-10.793;-62.500
