epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,73E+12;2024-09-28T16.07.49.884;0.000;0.148;-0.219;0.889;5.122;-0.549;-50.915
1,73E+12;2024-09-28T16.07.49.894;0.010;0.158;-0.213;0.890;5.793;-1.159;-50.793
1,73E+12;2024-09-28T16.07.49.904;0.020;0.169;-0.189;0.893;6.463;-1.707;-50.488
1,73E+12;2024-09-28T16.07.49.914;0.030;0.165;-0.198;0.890;6.463;-0.854;-46.463
1,73E+12;2024-09-28T16.07.49.924;0.040;0.187;-0.210;0.869;4.878;0.427;-41.951
1,73E+12;2024-09-28T16.07.49.934;0.050;0.205;-0.209;0.864;1.890;3.598;-39.329
1,73E+12;2024-09-28T16.07.49.944;0.060;0.205;-0.219;0.885;-0.366;7.683;-35.183
1,73E+12;2024-09-28T16.07.49.954;0.070;0.195;-0.239;0.914;-0.732;9.207;-30.915
1,73E+12;2024-09-28T16.07.49.964;0.080;0.177;-0.252;0.924;0.549;8.659;-28.171
1,73E+12;2024-09-28T16.07.49.974;0.090;0.165;-0.260;0.934;2.805;7.622;-25.549
1,73E+12;2024-09-28T16.07.49.984;0.100;0.167;-0.275;0.940;5.549;6.220;-23.841
1,73E+12;2024-09-28T16.07.49.994;0.110;0.157;-0.277;0.954;8.841;5.671;-22.561
1,73E+12;2024-09-28T16.07.50.004;0.120;0.146;-0.276;0.965;12.073;5.488;-20.488
1,73E+12;2024-09-28T16.07.50.014;0.130;0.137;-0.262;0.975;13.171;4.451;-19.390
1,73E+12;2024-09-28T16.07.50.024;0.140;0.116;-0.247;0.980;12.378;3.171;-18.110
1,73E+12;2024-09-28T16.07.50.034;0.150;0.097;-0.237;0.980;10.000;0.915;-15.366
1,73E+12;2024-09-28T16.07.50.044;0.160;0.087;-0.233;0.976;6.341;-2.622;-12.500
1,73E+12;2024-09-28T16.07.50.054;0.170;0.090;-0.232;0.986;2.927;-5.305;-10.732
1,73E+12;2024-09-28T16.07.50.064;0.180;0.105;-0.235;1.019;1.646;-4.817;-9.634
1,73E+12;2024-09-28T16.07.50.074;0.190;0.118;-0.240;1.047;2.012;-2.012;-9.085
1,73E+12;2024-09-28T16.07.50.084;0.200;0.098;-0.239;1.041;1.707;-1.341;-8.537
1,73E+12;2024-09-28T16.07.50.094;0.210;0.059;-0.233;1.027;0.061;-3.902;-6.890
1,73E+12;2024-09-28T16.07.50.104;0.220;0.042;-0.238;1.022;-1.341;-6.159;-5.366
1,73E+12;2024-09-28T16.07.50.114;0.230;0.057;-0.246;1.022;-1.829;-5.671;-5.427
1,73E+12;2024-09-28T16.07.50.124;0.240;0.056;-0.256;1.026;-2.317;-4.085;-5.610
1,73E+12;2024-09-28T16.07.50.134;0.250;0.028;-0.260;1.018;-3.415;-4.756;-5.671
1,73E+12;2024-09-28T16.07.50.144;0.260;0.004;-0.253;1.014;-5.427;-5.915;-5.976
1,73E+12;2024-09-28T16.07.50.154;0.270;0.006;-0.246;1.015;-7.317;-5.793;-6.037
1,73E+12;2024-09-28T16.07.50.164;0.280;0.011;-0.238;1.005;-9.207;-5.610;-6.098
1,73E+12;2024-09-28T16.07.50.174;0.290;0.007;-0.239;0.997;-10.061;-5.549;-6.037
1,73E+12;2024-09-28T16.07.50.184;0.300;0.009;-0.245;0.998;-9.878;-4.634;-5.915
1,73E+12;2024-09-28T16.07.50.194;0.310;0.001;-0.245;1.003;-9.512;-4.085;-5.976
1,73E+12;2024-09-28T16.07.50.204;0.320;-0.010;-0.237;1.000;-8.598;-5.305;-6.890
1,73E+12;2024-09-28T16.07.50.214;0.330;-0.024;-0.230;0.980;-7.866;-7.134;-8.171
1,73E+12;2024-09-28T16.07.50.224;0.340;-0.016;-0.224;0.963;-7.744;-8.354;-9.695
1,73E+12;2024-09-28T16.07.50.234;0.350;-0.013;-0.227;0.959;-7.256;-7.622;-10.854
1,73E+12;2024-09-28T16.07.50.244;0.360;-0.031;-0.231;0.952;-6.280;-7.622;-11.341
1,73E+12;2024-09-28T16.07.50.254;0.370;-0.053;-0.231;0.947;-6.159;-10.305;-12.744
1,73E+12;2024-09-28T16.07.50.264;0.380;-0.093;-0.232;0.960;-6.646;-15.244;-14.451
1,73E+12;2024-09-28T16.07.50.274;0.390;-0.125;-0.225;0.974;-7.561;-21.402;-16.768
1,73E+12;2024-09-28T16.07.50.284;0.400;-0.132;-0.212;0.990;-9.634;-27.012;-20.732
1,73E+12;2024-09-28T16.07.50.294;0.410;-0.127;-0.204;0.999;-12.439;-30.000;-25.854
1,73E+12;2024-09-28T16.07.50.304;0.420;-0.116;-0.204;0.988;-16.402;-29.146;-31.159
1,73E+12;2024-09-28T16.07.50.314;0.430;-0.091;-0.207;0.978;-20.427;-24.634;-35.793
1,73E+12;2024-09-28T16.07.50.324;0.440;-0.066;-0.207;0.972;-24.268;-18.598;-40.488
1,73E+12;2024-09-28T16.07.50.334;0.450;-0.068;-0.214;0.953;-27.561;-14.024;-45.000
1,73E+12;2024-09-28T16.07.50.344;0.460;-0.079;-0.237;0.935;-29.695;-12.378;-47.378
1,73E+12;2024-09-28T16.07.50.354;0.470;-0.078;-0.260;0.937;-29.573;-12.500;-49.268
1,73E+12;2024-09-28T16.07.50.364;0.480;-0.077;-0.264;0.943;-27.866;-14.390;-52.439
1,73E+12;2024-09-28T16.07.50.374;0.490;-0.079;-0.252;0.946;-25.915;-20.610;-57.073
1,73E+12;2024-09-28T16.07.50.384;0.500;-0.096;-0.242;0.942;-23.415;-27.378;-62.866
1,73E+12;2024-09-28T16.07.50.394;0.510;-0.078;-0.225;0.915;-20.854;-30.976;-68.841
1,73E+12;2024-09-28T16.07.50.404;0.520;-0.023;-0.206;0.871;-18.963;-29.146;-74.268
1,73E+12;2024-09-28T16.07.50.414;0.530;0.013;-0.191;0.829;-17.683;-23.537;-78.720
1,73E+12;2024-09-28T16.07.50.424;0.540;0.028;-0.180;0.778;-17.500;-17.378;-82.134
1,73E+12;2024-09-28T16.07.50.434;0.550;0.056;-0.174;0.736;-17.317;-10.061;-85.183
1,73E+12;2024-09-28T16.07.50.444;0.560;0.080;-0.189;0.710;-14.573;-2.134;-85.915
1,73E+12;2024-09-28T16.07.50.454;0.570;0.097;-0.195;0.708;-8.963;4.939;-85.244
1,73E+12;2024-09-28T16.07.50.464;0.580;0.116;-0.199;0.716;0.122;8.780;-85.427
1,73E+12;2024-09-28T16.07.50.474;0.590;0.122;-0.210;0.712;10.671;8.415;-86.829
1,73E+12;2024-09-28T16.07.50.484;0.600;0.099;-0.211;0.700;20.366;4.512;-87.317
1,73E+12;2024-09-28T16.07.50.494;0.610;0.079;-0.210;0.687;29.024;-0.976;-85.915
1,73E+12;2024-09-28T16.07.50.504;0.620;0.098;-0.208;0.684;37.134;-3.659;-84.817
1,73E+12;2024-09-28T16.07.50.514;0.630;0.148;-0.200;0.678;44.817;0.000;-86.037
1,73E+12;2024-09-28T16.07.50.524;0.640;0.172;-0.182;0.648;49.268;8.720;-86.098
1,73E+12;2024-09-28T16.07.50.534;0.650;0.199;-0.145;0.612;49.146;21.341;-85.549
1,73E+12;2024-09-28T16.07.50.544;0.660;0.256;-0.121;0.625;48.780;39.512;-86.890
1,73E+12;2024-09-28T16.07.50.554;0.670;0.246;-0.119;0.690;51.098;56.585;-83.720
1,73E+12;2024-09-28T16.07.50.564;0.680;0.182;-0.111;0.753;57.073;57.561;-77.683
1,73E+12;2024-09-28T16.07.50.574;0.690;0.097;-0.086;0.792;64.207;38.963;-76.098
1,73E+12;2024-09-28T16.07.50.584;0.700;0.034;-0.067;0.830;71.768;11.037;-76.159
