epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T16.00.22.458;0.000;0.188;-0.112;0.748;24.085;6.463;-79.390
1,72753E+12;2024-09-28T16.00.22.468;0.010;0.240;-0.055;0.776;24.207;6.646;-79.817
1,72753E+12;2024-09-28T16.00.22.478;0.020;0.268;-0.037;0.812;26.646;8.659;-80.793
1,72753E+12;2024-09-28T16.00.22.488;0.030;0.290;-0.041;0.831;30.610;11.159;-80.366
1,72753E+12;2024-09-28T16.00.22.498;0.040;0.290;-0.039;0.819;34.634;12.927;-80.549
1,72753E+12;2024-09-28T16.00.22.508;0.050;0.270;-0.033;0.798;37.378;11.402;-81.646
1,72753E+12;2024-09-28T16.00.22.518;0.060;0.250;-0.033;0.783;40.061;7.195;-82.012
1,72753E+12;2024-09-28T16.00.22.528;0.070;0.230;-0.048;0.778;44.756;3.963;-82.500
1,72753E+12;2024-09-28T16.00.22.538;0.080;0.219;-0.052;0.768;49.207;2.622;-82.805
1,72753E+12;2024-09-28T16.00.22.548;0.090;0.219;-0.030;0.757;52.073;2.744;-83.049
1,72753E+12;2024-09-28T16.00.22.558;0.100;0.247;0.012;0.765;53.659;3.659;-84.329
1,72753E+12;2024-09-28T16.00.22.568;0.110;0.285;0.056;0.770;54.329;4.207;-87.378
1,72753E+12;2024-09-28T16.00.22.578;0.120;0.300;0.085;0.765;54.329;5.000;-91.585
1,72753E+12;2024-09-28T16.00.22.588;0.130;0.317;0.108;0.771;54.085;7.683;-94.573
1,72753E+12;2024-09-28T16.00.22.598;0.140;0.381;0.144;0.787;55.061;13.902;-97.195
1,72753E+12;2024-09-28T16.00.22.608;0.150;0.433;0.174;0.802;56.707;24.024;-100.366
1,72753E+12;2024-09-28T16.00.22.618;0.160;0.430;0.180;0.793;58.841;33.293;-100.610
1,72753E+12;2024-09-28T16.00.22.628;0.170;0.384;0.173;0.781;60.610;34.695;-94.878
1,72753E+12;2024-09-28T16.00.22.638;0.180;0.325;0.174;0.759;61.890;25.854;-85.915
1,72753E+12;2024-09-28T16.00.22.648;0.190;0.287;0.184;0.754;62.561;9.573;-78.476
1,72753E+12;2024-09-28T16.00.22.658;0.200;0.283;0.191;0.757;63.780;-8.902;-73.841
1,72753E+12;2024-09-28T16.00.22.668;0.210;0.314;0.196;0.780;66.037;-25.244;-71.890
1,72753E+12;2024-09-28T16.00.22.678;0.220;0.395;0.223;0.817;69.024;-37.256;-72.317
1,72753E+12;2024-09-28T16.00.22.688;0.230;0.515;0.297;0.829;70.976;-38.171;-75.244
1,72753E+12;2024-09-28T16.00.22.698;0.240;0.644;0.366;0.827;71.098;-22.927;-76.524
1,72753E+12;2024-09-28T16.00.22.708;0.250;0.726;0.369;0.814;70.671;-0.122;-70.610
1,72753E+12;2024-09-28T16.00.22.718;0.260;0.703;0.337;0.809;70.305;18.293;-59.085
1,72753E+12;2024-09-28T16.00.22.728;0.270;0.607;0.334;0.847;69.573;28.537;-45.793
1,72753E+12;2024-09-28T16.00.22.738;0.280;0.517;0.328;0.903;69.573;27.927;-33.598
1,72753E+12;2024-09-28T16.00.22.748;0.290;0.457;0.327;0.921;67.073;18.049;-26.829
1,72753E+12;2024-09-28T16.00.22.758;0.300;0.396;0.333;0.900;62.073;5.061;-27.439
1,72753E+12;2024-09-28T16.00.22.768;0.310;0.353;0.330;0.889;57.805;-5.061;-29.451
1,72753E+12;2024-09-28T16.00.22.778;0.320;0.350;0.310;0.867;56.341;-10.671;-29.695
1,72753E+12;2024-09-28T16.00.22.788;0.330;0.381;0.287;0.840;57.317;-12.378;-31.037
1,72753E+12;2024-09-28T16.00.22.798;0.340;0.402;0.274;0.833;61.341;-11.646;-34.024
1,72753E+12;2024-09-28T16.00.22.808;0.350;0.391;0.268;0.859;67.866;-10.671;-35.061
1,72753E+12;2024-09-28T16.00.22.818;0.360;0.370;0.272;0.898;75.244;-9.512;-33.476
1,72753E+12;2024-09-28T16.00.22.828;0.370;0.358;0.305;0.917;80.366;-7.683;-31.768
1,72753E+12;2024-09-28T16.00.22.838;0.380;0.375;0.354;0.899;81.890;-5.732;-30.000
1,72753E+12;2024-09-28T16.00.22.848;0.390;0.389;0.396;0.873;78.476;-4.024;-25.427
1,72753E+12;2024-09-28T16.00.22.858;0.400;0.423;0.431;0.842;72.012;-1.951;-19.268
1,72753E+12;2024-09-28T16.00.22.868;0.410;0.492;0.458;0.826;66.220;1.768;-15.915
1,72753E+12;2024-09-28T16.00.22.878;0.420;0.551;0.479;0.850;64.939;10.000;-17.134
1,72753E+12;2024-09-28T16.00.22.888;0.430;0.527;0.463;0.906;70.061;22.073;-15.610
1,72753E+12;2024-09-28T16.00.22.898;0.440;0.467;0.432;0.966;77.927;30.793;-5.976
