epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T16.07.23.484;0.000;0.006;-0.150;0.984;5.183;-8.293;-4.085
1,72753E+12;2024-09-28T16.07.23.494;0.010;-0.017;-0.162;1.011;4.939;-8.293;-3.659
1,72753E+12;2024-09-28T16.07.23.504;0.020;-0.037;-0.170;1.024;4.329;-9.634;-2.195
1,72753E+12;2024-09-28T16.07.23.514;0.030;-0.036;-0.162;1.024;2.012;-10.366;-1.951
1,72753E+12;2024-09-28T16.07.23.524;0.040;-0.031;-0.146;1.012;-1.890;-8.963;-3.110
1,72753E+12;2024-09-28T16.07.23.534;0.050;-0.026;-0.151;1.013;-5.549;-5.671;-2.866
1,72753E+12;2024-09-28T16.07.23.544;0.060;-0.030;-0.171;1.022;-6.707;-1.646;-1.646
1,72753E+12;2024-09-28T16.07.23.554;0.070;-0.041;-0.181;1.024;-6.220;0.610;-1.341
1,72753E+12;2024-09-28T16.07.23.564;0.080;-0.050;-0.182;1.018;-5.732;0.183;-2.256
1,72753E+12;2024-09-28T16.07.23.574;0.090;-0.066;-0.177;1.022;-5.488;-2.134;-2.500
1,72753E+12;2024-09-28T16.07.23.584;0.100;-0.077;-0.180;1.027;-4.939;-5.244;-2.012
1,72753E+12;2024-09-28T16.07.23.594;0.110;-0.083;-0.175;1.026;-4.329;-7.500;-1.524
1,72753E+12;2024-09-28T16.07.23.604;0.120;-0.078;-0.175;1.021;-3.659;-9.085;-0.732
1,72753E+12;2024-09-28T16.07.23.614;0.130;-0.066;-0.174;1.022;-3.354;-9.329;-0.427
1,72753E+12;2024-09-28T16.07.23.624;0.140;-0.068;-0.172;1.018;-3.720;-8.902;-0.671
1,72753E+12;2024-09-28T16.07.23.634;0.150;-0.069;-0.168;1.017;-4.817;-8.110;-1.341
1,72753E+12;2024-09-28T16.07.23.644;0.160;-0.072;-0.161;1.020;-6.402;-7.439;-2.317
1,72753E+12;2024-09-28T16.07.23.654;0.170;-0.074;-0.156;1.010;-8.720;-6.951;-3.415
1,72753E+12;2024-09-28T16.07.23.664;0.180;-0.067;-0.153;1.006;-11.037;-5.610;-4.451
1,72753E+12;2024-09-28T16.07.23.674;0.190;-0.066;-0.159;1.013;-12.805;-3.476;-4.817
1,72753E+12;2024-09-28T16.07.23.684;0.200;-0.070;-0.160;1.020;-14.024;-1.768;-5.549
1,72753E+12;2024-09-28T16.07.23.694;0.210;-0.081;-0.168;1.036;-13.293;-0.244;-6.829
1,72753E+12;2024-09-28T16.07.23.704;0.220;-0.088;-0.172;1.039;-11.951;-0.061;-8.659
1,72753E+12;2024-09-28T16.07.23.714;0.230;-0.103;-0.168;1.029;-11.951;-2.256;-10.732
1,72753E+12;2024-09-28T16.07.23.724;0.240;-0.122;-0.173;1.011;-12.561;-5.366;-12.927
1,72753E+12;2024-09-28T16.07.23.734;0.250;-0.139;-0.178;0.990;-13.841;-7.561;-14.207
1,72753E+12;2024-09-28T16.07.23.744;0.260;-0.147;-0.180;0.971;-16.280;-9.878;-14.695
1,72753E+12;2024-09-28T16.07.23.754;0.270;-0.147;-0.180;0.960;-19.451;-11.768;-16.646
1,72753E+12;2024-09-28T16.07.23.764;0.280;-0.149;-0.189;0.960;-22.073;-12.439;-20.244
1,72753E+12;2024-09-28T16.07.23.774;0.290;-0.156;-0.200;0.966;-23.293;-11.159;-24.451
1,72753E+12;2024-09-28T16.07.23.784;0.300;-0.166;-0.216;0.961;-22.378;-9.024;-29.207
