epoc (ms);timestamp (+0300);elapsed (s);acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
1,72753E+12;2024-09-28T15.50.04.632;0.000;0.349;0.396;0.982;-128.232;-17.317;5.610
1,72753E+12;2024-09-28T15.50.04.642;0.010;0.328;0.369;0.991;-127.927;-17.500;6.524
1,72753E+12;2024-09-28T15.50.04.652;0.020;0.341;0.355;0.979;-127.500;-15.244;12.012
1,72753E+12;2024-09-28T15.50.04.662;0.030;0.359;0.343;0.959;-127.012;-12.195;17.927
1,72753E+12;2024-09-28T15.50.04.672;0.040;0.347;0.321;0.940;-125.976;-11.707;23.780
1,72753E+12;2024-09-28T15.50.04.682;0.050;0.328;0.299;0.918;-124.939;-12.927;29.695
1,72753E+12;2024-09-28T15.50.04.692;0.060;0.317;0.278;0.896;-123.598;-13.780;36.037
1,72753E+12;2024-09-28T15.50.04.702;0.070;0.320;0.258;0.878;-122.988;-13.537;42.317
1,72753E+12;2024-09-28T15.50.04.712;0.080;0.340;0.254;0.860;-122.500;-12.134;47.073
1,72753E+12;2024-09-28T15.50.04.722;0.090;0.311;0.228;0.828;-122.012;-11.280;51.646
1,72753E+12;2024-09-28T15.50.04.732;0.100;0.258;0.181;0.807;-121.037;-13.293;57.500
1,72753E+12;2024-09-28T15.50.04.742;0.110;0.224;0.144;0.805;-118.415;-16.463;63.049
1,72753E+12;2024-09-28T15.50.04.752;0.120;0.222;0.116;0.826;-114.085;-17.073;68.171
1,72753E+12;2024-09-28T15.50.04.762;0.130;0.247;0.106;0.849;-107.988;-14.756;71.829
1,72753E+12;2024-09-28T15.50.04.772;0.140;0.244;0.097;0.837;-102.134;-11.829;74.451
1,72753E+12;2024-09-28T15.50.04.782;0.150;0.210;0.069;0.811;-97.866;-11.646;77.195
1,72753E+12;2024-09-28T15.50.04.792;0.160;0.154;0.030;0.776;-93.902;-15.122;78.720
1,72753E+12;2024-09-28T15.50.04.802;0.170;0.109;-0.006;0.749;-90.732;-20.305;80.366
