epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727527969726,2024-09-28T15.52.49.726,0.000,111.463,-7.439,2.378
1727527969736,2024-09-28T15.52.49.736,0.010,111.829,-10.244,2.073
1727527969746,2024-09-28T15.52.49.746,0.020,113.049,-22.073,1.646
1727527969756,2024-09-28T15.52.49.756,0.030,112.988,-27.378,0.732
1727527969766,2024-09-28T15.52.49.766,0.040,111.402,-18.232,-2.927
1727527969776,2024-09-28T15.52.49.776,0.050,110.122,-1.829,-7.683
1727527969786,2024-09-28T15.52.49.786,0.060,110.610,12.134,-10.976
1727527969796,2024-09-28T15.52.49.796,0.070,113.537,18.841,-13.232
1727527969806,2024-09-28T15.52.49.806,0.080,118.659,16.280,-14.390
1727527969816,2024-09-28T15.52.49.816,0.090,124.207,6.768,-14.939
1727527969826,2024-09-28T15.52.49.826,0.100,128.780,-6.585,-15.427
1727527969836,2024-09-28T15.52.49.836,0.110,130.244,-18.720,-17.622
1727527969846,2024-09-28T15.52.49.846,0.120,126.220,-23.659,-23.659
1727527969856,2024-09-28T15.52.49.856,0.130,117.927,-19.939,-32.744
1727527969866,2024-09-28T15.52.49.866,0.140,108.415,-9.573,-41.890
1727527969876,2024-09-28T15.52.49.876,0.150,100.610,3.232,-49.146
1727527969886,2024-09-28T15.52.49.886,0.160,96.646,12.988,-54.268
1727527969896,2024-09-28T15.52.49.896,0.170,96.768,16.280,-57.866
1727527969906,2024-09-28T15.52.49.906,0.180,97.561,12.317,-58.537
1727527969916,2024-09-28T15.52.49.916,0.190,97.012,0.671,-57.256
1727527969926,2024-09-28T15.52.49.926,0.200,94.512,-16.220,-56.585
1727527969936,2024-09-28T15.52.49.936,0.210,88.659,-32.256,-56.890
1727527969946,2024-09-28T15.52.49.946,0.220,80.000,-41.951,-58.476
1727527969956,2024-09-28T15.52.49.956,0.230,70.244,-43.232,-61.220
1727527969966,2024-09-28T15.52.49.966,0.240,60.915,-39.390,-65.183
1727527969976,2024-09-28T15.52.49.976,0.250,52.073,-35.305,-70.427
1727527969986,2024-09-28T15.52.49.986,0.260,44.939,-33.963,-76.524
1727527969996,2024-09-28T15.52.49.996,0.270,39.817,-33.902,-82.805
1727527970006,2024-09-28T15.52.50.006,0.280,36.280,-34.695,-88.902
1727527970016,2024-09-28T15.52.50.016,0.290,32.866,-38.354,-93.110
1727527970026,2024-09-28T15.52.50.026,0.300,25.366,-47.805,-96.220
1727527970036,2024-09-28T15.52.50.036,0.310,13.415,-63.537,-101.402
1727527970046,2024-09-28T15.52.50.046,0.320,-0.305,-79.756,-108.171
1727527970056,2024-09-28T15.52.50.056,0.330,-12.195,-89.146,-111.524
1727527970066,2024-09-28T15.52.50.066,0.340,-21.220,-90.122,-113.232
1727527970076,2024-09-28T15.52.50.076,0.350,-29.390,-82.256,-117.927
1727527970086,2024-09-28T15.52.50.086,0.360,-36.524,-67.073,-124.207
1727527970096,2024-09-28T15.52.50.096,0.370,-43.659,-50.366,-128.720
1727527970106,2024-09-28T15.52.50.106,0.380,-50.000,-43.659,-129.878
1727527970116,2024-09-28T15.52.50.116,0.390,-54.756,-50.549,-128.171
1727527970126,2024-09-28T15.52.50.126,0.400,-58.293,-66.098,-122.622
1727527970136,2024-09-28T15.52.50.136,0.410,-62.805,-79.512,-115.610
1727527970146,2024-09-28T15.52.50.146,0.420,-69.939,-83.659,-109.634
1727527970156,2024-09-28T15.52.50.156,0.430,-77.805,-78.780,-104.817
1727527970166,2024-09-28T15.52.50.166,0.440,-85.000,-68.049,-100.427
1727527970176,2024-09-28T15.52.50.176,0.450,-90.732,-57.195,-95.122
1727527970186,2024-09-28T15.52.50.186,0.460,-94.512,-50.976,-90.610
1727527970196,2024-09-28T15.52.50.196,0.470,-98.232,-48.354,-85.061
1727527970206,2024-09-28T15.52.50.206,0.480,-102.195,-47.134,-78.598
1727527970216,2024-09-28T15.52.50.216,0.490,-106.646,-42.561,-74.085
1727527970226,2024-09-28T15.52.50.226,0.500,-109.817,-38.415,-67.988
1727527970236,2024-09-28T15.52.50.236,0.510,-112.805,-36.463,-60.244
1727527970246,2024-09-28T15.52.50.246,0.520,-115.854,-34.268,-52.744
1727527970256,2024-09-28T15.52.50.256,0.530,-117.927,-31.524,-45.610
1727527970266,2024-09-28T15.52.50.266,0.540,-119.146,-28.476,-36.707
1727527970276,2024-09-28T15.52.50.276,0.550,-119.512,-23.293,-27.500
1727527970286,2024-09-28T15.52.50.286,0.560,-119.268,-15.732,-18.780
1727527970296,2024-09-28T15.52.50.296,0.570,-118.354,-9.512,-11.220
1727527970306,2024-09-28T15.52.50.306,0.580,-118.171,-7.195,-3.963
1727527970316,2024-09-28T15.52.50.316,0.590,-118.598,-8.537,1.585
1727527970326,2024-09-28T15.52.50.326,0.600,-120.183,-8.841,3.476
1727527970336,2024-09-28T15.52.50.336,0.610,-121.707,-8.780,6.463
1727527970346,2024-09-28T15.52.50.346,0.620,-122.805,-6.951,10.427
1727527970356,2024-09-28T15.52.50.356,0.630,-123.780,-3.476,15.366
1727527970366,2024-09-28T15.52.50.366,0.640,-124.634,-0.610,20.488
1727527970376,2024-09-28T15.52.50.376,0.650,-124.573,1.098,25.305
1727527970386,2024-09-28T15.52.50.386,0.660,-123.598,1.341,30.488
1727527970396,2024-09-28T15.52.50.396,0.670,-122.073,0.000,37.073
1727527970406,2024-09-28T15.52.50.406,0.680,-119.817,-2.134,44.268
1727527970416,2024-09-28T15.52.50.416,0.690,-117.805,-1.951,50.244
1727527970426,2024-09-28T15.52.50.426,0.700,-116.159,-0.549,55.854
1727527970436,2024-09-28T15.52.50.436,0.710,-115.061,-0.366,59.878
1727527970446,2024-09-28T15.52.50.446,0.720,-114.024,-1.524,62.622
1727527970456,2024-09-28T15.52.50.456,0.730,-112.805,-3.963,66.341
1727527970466,2024-09-28T15.52.50.466,0.740,-111.585,-6.768,70.732
1727527970476,2024-09-28T15.52.50.476,0.750,-109.939,-8.415,74.451
1727527970486,2024-09-28T15.52.50.486,0.760,-107.988,-9.024,77.439
1727527970496,2024-09-28T15.52.50.496,0.770,-106.524,-8.415,79.268
1727527970506,2024-09-28T15.52.50.506,0.780,-104.451,-6.707,80.427
1727527970516,2024-09-28T15.52.50.516,0.790,-101.585,-4.207,80.183
1727527970526,2024-09-28T15.52.50.526,0.800,-98.902,-2.561,80.244
1727527970536,2024-09-28T15.52.50.536,0.810,-96.159,-3.293,81.829
1727527970546,2024-09-28T15.52.50.546,0.820,-93.171,-6.159,84.268
1727527970556,2024-09-28T15.52.50.556,0.830,-89.207,-10.061,87.988
1727527970566,2024-09-28T15.52.50.566,0.840,-84.207,-14.817,92.927
1727527970576,2024-09-28T15.52.50.576,0.850,-78.720,-19.451,99.146
1727527970586,2024-09-28T15.52.50.586,0.860,-73.659,-22.561,106.220
1727527970596,2024-09-28T15.52.50.596,0.870,-67.866,-24.756,108.963
1727527970606,2024-09-28T15.52.50.606,0.880,-61.951,-21.707,104.390
1727527970616,2024-09-28T15.52.50.616,0.890,-56.098,-11.829,100.915
1727527970626,2024-09-28T15.52.50.626,0.900,-49.817,-1.890,100.976
1727527970636,2024-09-28T15.52.50.636,0.910,-42.988,0.366,101.159
1727527970646,2024-09-28T15.52.50.646,0.920,-35.549,-5.915,103.049
1727527970656,2024-09-28T15.52.50.656,0.930,-27.805,-17.866,106.768
1727527970666,2024-09-28T15.52.50.666,0.940,-20.732,-28.659,107.134
1727527970676,2024-09-28T15.52.50.676,0.950,-15.305,-32.378,105.793
1727527970686,2024-09-28T15.52.50.686,0.960,-10.793,-28.476,105.549
1727527970696,2024-09-28T15.52.50.696,0.970,-7.012,-16.524,104.024
1727527970706,2024-09-28T15.52.50.706,0.980,-2.866,-2.988,101.524
1727527970716,2024-09-28T15.52.50.716,0.990,1.829,3.659,100.427
1727527970726,2024-09-28T15.52.50.726,1.000,6.890,-2.439,101.280
1727527970736,2024-09-28T15.52.50.736,1.010,12.195,-20.122,101.768
1727527970746,2024-09-28T15.52.50.746,1.020,18.354,-39.268,98.415
1727527970756,2024-09-28T15.52.50.756,1.030,24.634,-51.524,93.659
1727527970766,2024-09-28T15.52.50.766,1.040,30.061,-56.585,89.573
1727527970776,2024-09-28T15.52.50.776,1.050,35.732,-53.293,83.902
1727527970786,2024-09-28T15.52.50.786,1.060,42.500,-40.305,78.049
1727527970796,2024-09-28T15.52.50.796,1.070,51.159,-22.927,73.110
1727527970806,2024-09-28T15.52.50.806,1.080,60.732,-9.512,66.890
1727527970816,2024-09-28T15.52.50.816,1.090,70.549,-4.207,59.634
1727527970826,2024-09-28T15.52.50.826,1.100,78.780,-6.524,53.537
1727527970836,2024-09-28T15.52.50.836,1.110,83.598,-12.500,47.378
1727527970846,2024-09-28T15.52.50.846,1.120,82.805,-17.378,40.976
1727527970856,2024-09-28T15.52.50.856,1.130,77.317,-15.061,36.159
1727527970866,2024-09-28T15.52.50.866,1.140,70.183,-5.854,33.537
1727527970876,2024-09-28T15.52.50.876,1.150,64.085,3.963,30.244
1727527970886,2024-09-28T15.52.50.886,1.160,60.610,7.561,27.378
1727527970896,2024-09-28T15.52.50.896,1.170,59.512,4.634,26.646
1727527970906,2024-09-28T15.52.50.906,1.180,58.841,0.000,26.280
1727527970916,2024-09-28T15.52.50.916,1.190,56.951,-3.354,25.427
1727527970926,2024-09-28T15.52.50.926,1.200,53.963,-5.366,25.061
1727527970936,2024-09-28T15.52.50.936,1.210,50.427,-6.585,26.768
1727527970946,2024-09-28T15.52.50.946,1.220,47.622,-7.378,27.805
1727527970956,2024-09-28T15.52.50.956,1.230,45.793,-5.915,26.890
1727527970966,2024-09-28T15.52.50.966,1.240,44.146,-2.500,26.220
1727527970976,2024-09-28T15.52.50.976,1.250,43.476,0.427,24.451
1727527970986,2024-09-28T15.52.50.986,1.260,43.537,1.402,19.939
1727527970996,2024-09-28T15.52.50.996,1.270,43.720,0.793,14.390
1727527971006,2024-09-28T15.52.51.006,1.280,43.537,-0.183,10.305
1727527971016,2024-09-28T15.52.51.016,1.290,42.622,-2.500,7.988
