epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727528094136,2024-09-28T15.54.54.136,0.000,0.022,0.600,0.968
1727528094146,2024-09-28T15.54.54.146,0.010,0.080,0.612,0.980
1727528094156,2024-09-28T15.54.54.156,0.020,0.125,0.616,0.996
1727528094166,2024-09-28T15.54.54.166,0.030,0.076,0.591,0.976
1727528094176,2024-09-28T15.54.54.176,0.040,0.048,0.575,0.929
1727528094186,2024-09-28T15.54.54.186,0.050,0.021,0.565,0.915
1727528094196,2024-09-28T15.54.54.196,0.060,0.036,0.562,0.925
1727528094206,2024-09-28T15.54.54.206,0.070,0.133,0.563,0.935
1727528094216,2024-09-28T15.54.54.216,0.080,0.168,0.535,0.950
1727528094226,2024-09-28T15.54.54.226,0.090,0.134,0.498,0.955
1727528094236,2024-09-28T15.54.54.236,0.100,0.106,0.470,0.961
1727528094246,2024-09-28T15.54.54.246,0.110,0.091,0.436,0.966
1727528094256,2024-09-28T15.54.54.256,0.120,0.072,0.423,0.986
1727528094266,2024-09-28T15.54.54.266,0.130,0.086,0.438,0.999
1727528094276,2024-09-28T15.54.54.276,0.140,0.129,0.460,0.993
1727528094286,2024-09-28T15.54.54.286,0.150,0.165,0.469,0.970
1727528094296,2024-09-28T15.54.54.296,0.160,0.136,0.469,0.922
1727528094306,2024-09-28T15.54.54.306,0.170,0.078,0.457,0.876
1727528094316,2024-09-28T15.54.54.316,0.180,0.038,0.434,0.871
1727528094326,2024-09-28T15.54.54.326,0.190,0.030,0.400,0.906
1727528094336,2024-09-28T15.54.54.336,0.200,0.041,0.365,0.948
1727528094346,2024-09-28T15.54.54.346,0.210,0.030,0.338,0.986
1727528094356,2024-09-28T15.54.54.356,0.220,0.041,0.314,1.001
1727528094366,2024-09-28T15.54.54.366,0.230,0.078,0.281,0.971
1727528094376,2024-09-28T15.54.54.376,0.240,0.063,0.246,0.925
1727528094386,2024-09-28T15.54.54.386,0.250,0.015,0.222,0.903
1727528094396,2024-09-28T15.54.54.396,0.260,-0.013,0.216,0.880
1727528094406,2024-09-28T15.54.54.406,0.270,-0.021,0.211,0.861
1727528094416,2024-09-28T15.54.54.416,0.280,0.017,0.204,0.883
1727528094426,2024-09-28T15.54.54.426,0.290,0.069,0.203,0.922
1727528094436,2024-09-28T15.54.54.436,0.300,0.091,0.189,0.939
1727528094446,2024-09-28T15.54.54.446,0.310,0.064,0.160,0.939
1727528094456,2024-09-28T15.54.54.456,0.320,-0.008,0.118,0.949
1727528094466,2024-09-28T15.54.54.466,0.330,-0.082,0.081,0.948
1727528094476,2024-09-28T15.54.54.476,0.340,-0.098,0.062,0.917
1727528094486,2024-09-28T15.54.54.486,0.350,-0.119,0.046,0.867
1727528094496,2024-09-28T15.54.54.496,0.360,-0.117,0.010,0.809
1727528094506,2024-09-28T15.54.54.506,0.370,-0.074,-0.016,0.775
1727528094516,2024-09-28T15.54.54.516,0.380,-0.016,-0.031,0.772
1727528094526,2024-09-28T15.54.54.526,0.390,0.017,-0.036,0.799
