epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727527744874,2024-09-28T15.49.04.874,0.000,0.046,0.391,1.191
1727527744884,2024-09-28T15.49.04.884,0.010,-0.025,0.421,1.264
1727527744894,2024-09-28T15.49.04.894,0.020,-0.080,0.467,1.256
1727527744904,2024-09-28T15.49.04.904,0.030,-0.088,0.507,1.219
1727527744914,2024-09-28T15.49.04.914,0.040,-0.095,0.533,1.179
1727527744924,2024-09-28T15.49.04.924,0.050,-0.130,0.542,1.150
1727527744934,2024-09-28T15.49.04.934,0.060,-0.167,0.541,1.137
1727527744944,2024-09-28T15.49.04.944,0.070,-0.132,0.525,1.167
1727527744954,2024-09-28T15.49.04.954,0.080,-0.039,0.530,1.235
1727527744964,2024-09-28T15.49.04.964,0.090,-0.026,0.537,1.287
1727527744974,2024-09-28T15.49.04.974,0.100,-0.072,0.551,1.302
1727527744984,2024-09-28T15.49.04.984,0.110,-0.090,0.570,1.281
1727527744994,2024-09-28T15.49.04.994,0.120,-0.070,0.563,1.280
1727527745004,2024-09-28T15.49.05.004,0.130,-0.075,0.533,1.286
1727527745014,2024-09-28T15.49.05.014,0.140,-0.088,0.494,1.237
1727527745024,2024-09-28T15.49.05.024,0.150,-0.083,0.481,1.187
1727527745034,2024-09-28T15.49.05.034,0.160,-0.044,0.507,1.163
1727527745044,2024-09-28T15.49.05.044,0.170,0.022,0.543,1.193
1727527745054,2024-09-28T15.49.05.054,0.180,0.074,0.585,1.225
1727527745064,2024-09-28T15.49.05.064,0.190,0.073,0.589,1.247
1727527745074,2024-09-28T15.49.05.074,0.200,0.092,0.579,1.271
1727527745084,2024-09-28T15.49.05.084,0.210,0.105,0.555,1.277
1727527745094,2024-09-28T15.49.05.094,0.220,0.140,0.520,1.265
1727527745104,2024-09-28T15.49.05.104,0.230,0.204,0.505,1.249
1727527745114,2024-09-28T15.49.05.114,0.240,0.248,0.496,1.236
1727527745124,2024-09-28T15.49.05.124,0.250,0.276,0.492,1.224
1727527745134,2024-09-28T15.49.05.134,0.260,0.329,0.503,1.203
1727527745144,2024-09-28T15.49.05.144,0.270,0.362,0.512,1.167
1727527745154,2024-09-28T15.49.05.154,0.280,0.364,0.505,1.132
1727527745164,2024-09-28T15.49.05.164,0.290,0.388,0.499,1.122
1727527745174,2024-09-28T15.49.05.174,0.300,0.437,0.498,1.130
1727527745184,2024-09-28T15.49.05.184,0.310,0.446,0.489,1.142
1727527745194,2024-09-28T15.49.05.194,0.320,0.451,0.467,1.132
1727527745204,2024-09-28T15.49.05.204,0.330,0.476,0.446,1.118
1727527745214,2024-09-28T15.49.05.214,0.340,0.497,0.423,1.086
1727527745224,2024-09-28T15.49.05.224,0.350,0.505,0.404,1.049
1727527745234,2024-09-28T15.49.05.234,0.360,0.517,0.386,1.021
1727527745244,2024-09-28T15.49.05.244,0.370,0.523,0.375,0.991
1727527745254,2024-09-28T15.49.05.254,0.380,0.500,0.366,0.973
1727527745264,2024-09-28T15.49.05.264,0.390,0.492,0.362,0.980
1727527745274,2024-09-28T15.49.05.274,0.400,0.481,0.357,0.984
1727527745284,2024-09-28T15.49.05.284,0.410,0.443,0.321,0.973
1727527745294,2024-09-28T15.49.05.294,0.420,0.426,0.291,0.958
1727527745304,2024-09-28T15.49.05.304,0.430,0.449,0.270,0.935
1727527745314,2024-09-28T15.49.05.314,0.440,0.466,0.242,0.905
1727527745324,2024-09-28T15.49.05.324,0.450,0.456,0.204,0.888
1727527745334,2024-09-28T15.49.05.334,0.460,0.421,0.178,0.885
1727527745344,2024-09-28T15.49.05.344,0.470,0.375,0.166,0.874
1727527745354,2024-09-28T15.49.05.354,0.480,0.351,0.149,0.842
1727527745364,2024-09-28T15.49.05.364,0.490,0.332,0.115,0.811
1727527745374,2024-09-28T15.49.05.374,0.500,0.299,0.072,0.786
1727527745384,2024-09-28T15.49.05.384,0.510,0.271,0.038,0.757
1727527745394,2024-09-28T15.49.05.394,0.520,0.257,0.005,0.741
1727527745404,2024-09-28T15.49.05.404,0.530,0.246,-0.025,0.745
1727527745414,2024-09-28T15.49.05.414,0.540,0.223,-0.053,0.744
1727527745424,2024-09-28T15.49.05.424,0.550,0.232,-0.065,0.757
1727527745434,2024-09-28T15.49.05.434,0.560,0.234,-0.054,0.730
1727527745444,2024-09-28T15.49.05.444,0.570,0.194,-0.071,0.693
1727527745454,2024-09-28T15.49.05.454,0.580,0.148,-0.103,0.672
1727527745464,2024-09-28T15.49.05.464,0.590,0.122,-0.120,0.672
