epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727527775775,2024-09-28T15.49.35.775,0.000,-90.427,-31.890,-51.037
1727527775785,2024-09-28T15.49.35.785,0.010,-90.854,-32.500,-49.573
1727527775795,2024-09-28T15.49.35.795,0.020,-91.524,-33.902,-42.622
1727527775805,2024-09-28T15.49.35.805,0.030,-92.683,-35.122,-34.207
1727527775815,2024-09-28T15.49.35.815,0.040,-95.000,-36.646,-27.927
1727527775825,2024-09-28T15.49.35.825,0.050,-99.146,-35.671,-22.988
1727527775835,2024-09-28T15.49.35.835,0.060,-104.390,-30.183,-17.805
1727527775845,2024-09-28T15.49.35.845,0.070,-109.268,-22.317,-12.012
1727527775855,2024-09-28T15.49.35.855,0.080,-112.073,-16.646,-5.488
1727527775865,2024-09-28T15.49.35.865,0.090,-112.439,-14.390,1.159
1727527775875,2024-09-28T15.49.35.875,0.100,-110.610,-14.817,8.232
1727527775885,2024-09-28T15.49.35.885,0.110,-108.110,-17.378,15.610
1727527775895,2024-09-28T15.49.35.895,0.120,-105.793,-21.646,22.988
1727527775905,2024-09-28T15.49.35.905,0.130,-103.780,-25.732,30.366
1727527775915,2024-09-28T15.49.35.915,0.140,-103.354,-25.915,37.500
1727527775925,2024-09-28T15.49.35.925,0.150,-104.939,-18.780,43.354
1727527775935,2024-09-28T15.49.35.935,0.160,-107.134,-7.866,46.951
1727527775945,2024-09-28T15.49.35.945,0.170,-110.122,0.610,50.671
1727527775955,2024-09-28T15.49.35.955,0.180,-112.866,2.439,55.427
1727527775965,2024-09-28T15.49.35.965,0.190,-113.476,-1.159,58.780
1727527775975,2024-09-28T15.49.35.975,0.200,-112.622,-4.390,62.317
1727527775985,2024-09-28T15.49.35.985,0.210,-109.756,-4.085,65.061
1727527775995,2024-09-28T15.49.35.995,0.220,-105.488,-2.683,66.951
1727527776005,2024-09-28T15.49.36.005,0.230,-100.366,-2.927,69.085
1727527776015,2024-09-28T15.49.36.015,0.240,-95.000,-4.878,72.683
1727527776025,2024-09-28T15.49.36.025,0.250,-90.000,-8.171,77.561
1727527776035,2024-09-28T15.49.36.035,0.260,-85.183,-11.463,81.646
1727527776045,2024-09-28T15.49.36.045,0.270,-80.061,-13.720,83.963
1727527776055,2024-09-28T15.49.36.055,0.280,-74.756,-15.671,86.341
1727527776065,2024-09-28T15.49.36.065,0.290,-70.000,-16.585,87.805
1727527776075,2024-09-28T15.49.36.075,0.300,-66.159,-14.024,87.256
1727527776085,2024-09-28T15.49.36.085,0.310,-62.866,-9.024,87.012
1727527776095,2024-09-28T15.49.36.095,0.320,-58.902,-4.512,86.402
1727527776105,2024-09-28T15.49.36.105,0.330,-52.866,-2.134,85.183
1727527776115,2024-09-28T15.49.36.115,0.340,-45.244,-3.110,84.878
1727527776125,2024-09-28T15.49.36.125,0.350,-36.037,-7.256,85.793
1727527776135,2024-09-28T15.49.36.135,0.360,-25.793,-12.256,87.744
1727527776145,2024-09-28T15.49.36.145,0.370,-15.610,-15.976,90.732
1727527776155,2024-09-28T15.49.36.155,0.380,-6.463,-19.878,93.963
1727527776165,2024-09-28T15.49.36.165,0.390,2.073,-22.927,94.512
1727527776175,2024-09-28T15.49.36.175,0.400,8.537,-22.500,94.207
1727527776185,2024-09-28T15.49.36.185,0.410,11.890,-19.146,93.537
1727527776195,2024-09-28T15.49.36.195,0.420,14.329,-15.000,88.049
1727527776205,2024-09-28T15.49.36.205,0.430,18.354,-11.402,79.207
1727527776215,2024-09-28T15.49.36.215,0.440,24.268,-8.963,73.476
1727527776225,2024-09-28T15.49.36.225,0.450,31.524,-9.756,71.463
1727527776235,2024-09-28T15.49.36.235,0.460,39.207,-15.061,66.524
1727527776245,2024-09-28T15.49.36.245,0.470,46.098,-22.378,59.512
1727527776255,2024-09-28T15.49.36.255,0.480,51.890,-25.732,51.890
1727527776265,2024-09-28T15.49.36.265,0.490,55.793,-22.134,45.915
1727527776275,2024-09-28T15.49.36.275,0.500,58.354,-13.232,39.756
1727527776285,2024-09-28T15.49.36.285,0.510,61.707,-2.988,30.305
1727527776295,2024-09-28T15.49.36.295,0.520,63.476,4.878,21.037
1727527776305,2024-09-28T15.49.36.305,0.530,62.195,7.561,15.671
1727527776315,2024-09-28T15.49.36.315,0.540,57.500,5.854,9.268
1727527776325,2024-09-28T15.49.36.325,0.550,50.488,3.537,2.988
1727527776335,2024-09-28T15.49.36.335,0.560,42.805,1.341,0.183
1727527776345,2024-09-28T15.49.36.345,0.570,35.549,2.866,-1.402
1727527776355,2024-09-28T15.49.36.355,0.580,29.695,8.171,-2.744
1727527776365,2024-09-28T15.49.36.365,0.590,24.390,13.902,-3.963
1727527776375,2024-09-28T15.49.36.375,0.600,18.963,14.390,-3.049
