epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727527946746,2024-09-28T15.52.26.746,0.000,0.171,-0.252,0.720
1727527946756,2024-09-28T15.52.26.756,0.010,0.158,-0.236,0.766
1727527946766,2024-09-28T15.52.26.766,0.020,0.066,-0.245,0.804
1727527946776,2024-09-28T15.52.26.776,0.030,-0.042,-0.249,0.809
1727527946786,2024-09-28T15.52.26.786,0.040,-0.099,-0.248,0.780
1727527946796,2024-09-28T15.52.26.796,0.050,-0.144,-0.259,0.746
1727527946806,2024-09-28T15.52.26.806,0.060,-0.173,-0.283,0.705
1727527946816,2024-09-28T15.52.26.816,0.070,-0.138,-0.301,0.667
1727527946826,2024-09-28T15.52.26.826,0.080,-0.058,-0.317,0.648
1727527946836,2024-09-28T15.52.26.836,0.090,-0.001,-0.341,0.677
1727527946846,2024-09-28T15.52.26.846,0.100,0.015,-0.334,0.750
1727527946856,2024-09-28T15.52.26.856,0.110,-0.017,-0.301,0.819
1727527946866,2024-09-28T15.52.26.866,0.120,-0.056,-0.296,0.854
1727527946876,2024-09-28T15.52.26.876,0.130,-0.075,-0.296,0.880
1727527946886,2024-09-28T15.52.26.886,0.140,-0.132,-0.271,0.909
1727527946896,2024-09-28T15.52.26.896,0.150,-0.179,-0.250,0.947
1727527946906,2024-09-28T15.52.26.906,0.160,-0.129,-0.217,0.979
1727527946916,2024-09-28T15.52.26.916,0.170,-0.031,-0.177,1.001
1727527946926,2024-09-28T15.52.26.926,0.180,0.041,-0.147,1.044
1727527946936,2024-09-28T15.52.26.936,0.190,0.085,-0.130,1.089
1727527946946,2024-09-28T15.52.26.946,0.200,0.089,-0.134,1.150
1727527946956,2024-09-28T15.52.26.956,0.210,0.074,-0.147,1.202
1727527946966,2024-09-28T15.52.26.966,0.220,0.047,-0.155,1.227
1727527946976,2024-09-28T15.52.26.976,0.230,0.026,-0.171,1.252
1727527946986,2024-09-28T15.52.26.986,0.240,0.033,-0.179,1.257
1727527946996,2024-09-28T15.52.26.996,0.250,0.066,-0.174,1.235
1727527947006,2024-09-28T15.52.27.006,0.260,0.101,-0.176,1.190
1727527947016,2024-09-28T15.52.27.016,0.270,0.137,-0.200,1.139
1727527947026,2024-09-28T15.52.27.026,0.280,0.187,-0.219,1.109
1727527947036,2024-09-28T15.52.27.036,0.290,0.221,-0.221,1.100
1727527947046,2024-09-28T15.52.27.046,0.300,0.219,-0.227,1.095
1727527947056,2024-09-28T15.52.27.056,0.310,0.193,-0.240,1.095
1727527947066,2024-09-28T15.52.27.066,0.320,0.168,-0.235,1.102
1727527947076,2024-09-28T15.52.27.076,0.330,0.153,-0.214,1.108
1727527947086,2024-09-28T15.52.27.086,0.340,0.149,-0.193,1.086
1727527947096,2024-09-28T15.52.27.096,0.350,0.143,-0.193,1.048
1727527947106,2024-09-28T15.52.27.106,0.360,0.130,-0.202,1.012
1727527947116,2024-09-28T15.52.27.116,0.370,0.135,-0.201,0.989
1727527947126,2024-09-28T15.52.27.126,0.380,0.171,-0.197,0.982
1727527947136,2024-09-28T15.52.27.136,0.390,0.208,-0.194,0.977
1727527947146,2024-09-28T15.52.27.146,0.400,0.228,-0.195,0.975
1727527947156,2024-09-28T15.52.27.156,0.410,0.231,-0.194,0.974
1727527947166,2024-09-28T15.52.27.166,0.420,0.224,-0.195,0.965
1727527947176,2024-09-28T15.52.27.176,0.430,0.207,-0.205,0.955
1727527947186,2024-09-28T15.52.27.186,0.440,0.174,-0.218,0.937
1727527947196,2024-09-28T15.52.27.196,0.450,0.139,-0.230,0.919
1727527947206,2024-09-28T15.52.27.206,0.460,0.130,-0.233,0.896
1727527947216,2024-09-28T15.52.27.216,0.470,0.153,-0.233,0.879
1727527947226,2024-09-28T15.52.27.226,0.480,0.184,-0.231,0.884
1727527947236,2024-09-28T15.52.27.236,0.490,0.208,-0.222,0.886
1727527947246,2024-09-28T15.52.27.246,0.500,0.222,-0.211,0.885
1727527947256,2024-09-28T15.52.27.256,0.510,0.223,-0.215,0.886
1727527947266,2024-09-28T15.52.27.266,0.520,0.209,-0.220,0.880
1727527947276,2024-09-28T15.52.27.276,0.530,0.193,-0.224,0.874
1727527947286,2024-09-28T15.52.27.286,0.540,0.185,-0.225,0.867
1727527947296,2024-09-28T15.52.27.296,0.550,0.181,-0.221,0.862
1727527947306,2024-09-28T15.52.27.306,0.560,0.188,-0.219,0.852
1727527947316,2024-09-28T15.52.27.316,0.570,0.221,-0.214,0.838
1727527947326,2024-09-28T15.52.27.326,0.580,0.239,-0.208,0.829
1727527947336,2024-09-28T15.52.27.336,0.590,0.238,-0.203,0.815
1727527947346,2024-09-28T15.52.27.346,0.600,0.224,-0.206,0.791
