epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727527804632,2024-09-28T15.50.04.632,0.000,0.349,0.396,0.982
1727527804642,2024-09-28T15.50.04.642,0.010,0.328,0.369,0.991
1727527804652,2024-09-28T15.50.04.652,0.020,0.341,0.355,0.979
1727527804662,2024-09-28T15.50.04.662,0.030,0.359,0.343,0.959
1727527804672,2024-09-28T15.50.04.672,0.040,0.347,0.321,0.940
1727527804682,2024-09-28T15.50.04.682,0.050,0.328,0.299,0.918
1727527804692,2024-09-28T15.50.04.692,0.060,0.317,0.278,0.896
1727527804702,2024-09-28T15.50.04.702,0.070,0.320,0.258,0.878
1727527804712,2024-09-28T15.50.04.712,0.080,0.340,0.254,0.860
1727527804722,2024-09-28T15.50.04.722,0.090,0.311,0.228,0.828
1727527804732,2024-09-28T15.50.04.732,0.100,0.258,0.181,0.807
1727527804742,2024-09-28T15.50.04.742,0.110,0.224,0.144,0.805
1727527804752,2024-09-28T15.50.04.752,0.120,0.222,0.116,0.826
1727527804762,2024-09-28T15.50.04.762,0.130,0.247,0.106,0.849
1727527804772,2024-09-28T15.50.04.772,0.140,0.244,0.097,0.837
1727527804782,2024-09-28T15.50.04.782,0.150,0.210,0.069,0.811
1727527804792,2024-09-28T15.50.04.792,0.160,0.154,0.030,0.776
1727527804802,2024-09-28T15.50.04.802,0.170,0.109,-0.006,0.749
1727527804812,2024-09-28T15.50.04.812,0.180,0.093,-0.033,0.721
1727527804822,2024-09-28T15.50.04.822,0.190,0.106,-0.064,0.693
1727527804832,2024-09-28T15.50.04.832,0.200,0.124,-0.102,0.679
1727527804842,2024-09-28T15.50.04.842,0.210,0.130,-0.125,0.695
1727527804852,2024-09-28T15.50.04.852,0.220,0.135,-0.135,0.729
1727527804862,2024-09-28T15.50.04.862,0.230,0.141,-0.134,0.743
1727527804872,2024-09-28T15.50.04.872,0.240,0.141,-0.133,0.741
1727527804882,2024-09-28T15.50.04.882,0.250,0.101,-0.135,0.723
1727527804892,2024-09-28T15.50.04.892,0.260,0.009,-0.158,0.695
1727527804902,2024-09-28T15.50.04.902,0.270,-0.047,-0.187,0.669
1727527804912,2024-09-28T15.50.04.912,0.280,-0.041,-0.202,0.656
1727527804922,2024-09-28T15.50.04.922,0.290,-0.029,-0.216,0.649
1727527804932,2024-09-28T15.50.04.932,0.300,-0.022,-0.231,0.655
1727527804942,2024-09-28T15.50.04.942,0.310,0.010,-0.232,0.682
1727527804952,2024-09-28T15.50.04.952,0.320,0.049,-0.221,0.707
1727527804962,2024-09-28T15.50.04.962,0.330,0.031,-0.231,0.738
1727527804972,2024-09-28T15.50.04.972,0.340,-0.033,-0.232,0.761
1727527804982,2024-09-28T15.50.04.982,0.350,-0.115,-0.230,0.766
1727527804992,2024-09-28T15.50.04.992,0.360,-0.163,-0.240,0.773
1727527805002,2024-09-28T15.50.05.002,0.370,-0.176,-0.243,0.768
1727527805012,2024-09-28T15.50.05.012,0.380,-0.159,-0.237,0.766
1727527805022,2024-09-28T15.50.05.022,0.390,-0.146,-0.237,0.803
1727527805032,2024-09-28T15.50.05.032,0.400,-0.119,-0.238,0.890
1727527805042,2024-09-28T15.50.05.042,0.410,-0.054,-0.204,0.998
1727527805052,2024-09-28T15.50.05.052,0.420,0.003,-0.148,1.090
1727527805062,2024-09-28T15.50.05.062,0.430,-0.011,-0.116,1.143
1727527805072,2024-09-28T15.50.05.072,0.440,-0.045,-0.108,1.134
1727527805082,2024-09-28T15.50.05.082,0.450,-0.086,-0.104,1.091
1727527805092,2024-09-28T15.50.05.092,0.460,-0.105,-0.115,1.060
1727527805102,2024-09-28T15.50.05.102,0.470,-0.058,-0.119,1.057
1727527805112,2024-09-28T15.50.05.112,0.480,0.021,-0.134,1.091
1727527805122,2024-09-28T15.50.05.122,0.490,0.087,-0.173,1.124
1727527805132,2024-09-28T15.50.05.132,0.500,0.121,-0.181,1.158
1727527805142,2024-09-28T15.50.05.142,0.510,0.092,-0.174,1.182
1727527805152,2024-09-28T15.50.05.152,0.520,0.050,-0.181,1.180
1727527805162,2024-09-28T15.50.05.162,0.530,0.030,-0.182,1.156
1727527805172,2024-09-28T15.50.05.172,0.540,0.039,-0.180,1.122
1727527805182,2024-09-28T15.50.05.182,0.550,0.065,-0.172,1.093
1727527805192,2024-09-28T15.50.05.192,0.560,0.094,-0.174,1.057
1727527805202,2024-09-28T15.50.05.202,0.570,0.109,-0.178,1.025
1727527805212,2024-09-28T15.50.05.212,0.580,0.116,-0.185,1.018
1727527805222,2024-09-28T15.50.05.222,0.590,0.132,-0.185,1.020
1727527805232,2024-09-28T15.50.05.232,0.600,0.135,-0.180,1.023
1727527805242,2024-09-28T15.50.05.242,0.610,0.125,-0.173,1.030
1727527805252,2024-09-28T15.50.05.252,0.620,0.112,-0.165,1.028
1727527805262,2024-09-28T15.50.05.262,0.630,0.117,-0.167,1.006
1727527805272,2024-09-28T15.50.05.272,0.640,0.126,-0.172,0.986
1727527805282,2024-09-28T15.50.05.282,0.650,0.127,-0.176,0.967
1727527805292,2024-09-28T15.50.05.292,0.660,0.145,-0.178,0.949
1727527805302,2024-09-28T15.50.05.302,0.670,0.169,-0.178,0.936
1727527805312,2024-09-28T15.50.05.312,0.680,0.181,-0.177,0.926
1727527805322,2024-09-28T15.50.05.322,0.690,0.171,-0.180,0.927
1727527805332,2024-09-28T15.50.05.332,0.700,0.151,-0.182,0.939
1727527805342,2024-09-28T15.50.05.342,0.710,0.143,-0.179,0.957
1727527805352,2024-09-28T15.50.05.352,0.720,0.170,-0.169,0.971
1727527805362,2024-09-28T15.50.05.362,0.730,0.176,-0.160,0.974
1727527805372,2024-09-28T15.50.05.372,0.740,0.148,-0.167,0.957
1727527805382,2024-09-28T15.50.05.382,0.750,0.122,-0.176,0.936
1727527805392,2024-09-28T15.50.05.392,0.760,0.122,-0.179,0.917
1727527805402,2024-09-28T15.50.05.402,0.770,0.150,-0.182,0.905
1727527805412,2024-09-28T15.50.05.412,0.780,0.191,-0.188,0.894
1727527805422,2024-09-28T15.50.05.422,0.790,0.231,-0.191,0.875
1727527805432,2024-09-28T15.50.05.432,0.800,0.245,-0.193,0.849
1727527805442,2024-09-28T15.50.05.442,0.810,0.227,-0.195,0.813
1727527805452,2024-09-28T15.50.05.452,0.820,0.194,-0.200,0.787
1727527805462,2024-09-28T15.50.05.462,0.830,0.193,-0.199,0.775
1727527805472,2024-09-28T15.50.05.472,0.840,0.213,-0.187,0.760
1727527805482,2024-09-28T15.50.05.482,0.850,0.210,-0.172,0.736
1727527805492,2024-09-28T15.50.05.492,0.860,0.194,-0.163,0.715
1727527805502,2024-09-28T15.50.05.502,0.870,0.187,-0.153,0.688
1727527805512,2024-09-28T15.50.05.512,0.880,0.209,-0.137,0.664
1727527805522,2024-09-28T15.50.05.522,0.890,0.230,-0.122,0.651
1727527805532,2024-09-28T15.50.05.532,0.900,0.206,-0.118,0.646
1727527805542,2024-09-28T15.50.05.542,0.910,0.149,-0.116,0.661
1727527805552,2024-09-28T15.50.05.552,0.920,0.089,-0.105,0.682
1727527805562,2024-09-28T15.50.05.562,0.930,0.062,-0.089,0.681
1727527805572,2024-09-28T15.50.05.572,0.940,0.058,-0.074,0.691
1727527805582,2024-09-28T15.50.05.582,0.950,0.061,-0.048,0.718
1727527805592,2024-09-28T15.50.05.592,0.960,0.088,-0.010,0.753
