epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727528048895,2024-09-28T15.54.08.895,0.000,-0.011,-0.193,1.009
1727528048905,2024-09-28T15.54.08.905,0.010,-0.059,-0.204,1.004
1727528048915,2024-09-28T15.54.08.915,0.020,-0.081,-0.210,0.989
1727528048925,2024-09-28T15.54.08.925,0.030,-0.067,-0.214,0.983
1727528048935,2024-09-28T15.54.08.935,0.040,-0.056,-0.222,0.976
1727528048945,2024-09-28T15.54.08.945,0.050,-0.052,-0.231,0.975
1727528048955,2024-09-28T15.54.08.955,0.060,-0.029,-0.233,0.994
1727528048965,2024-09-28T15.54.08.965,0.070,0.026,-0.214,1.014
1727528048975,2024-09-28T15.54.08.975,0.080,0.073,-0.191,1.028
1727528048985,2024-09-28T15.54.08.985,0.090,0.092,-0.179,1.026
1727528048995,2024-09-28T15.54.08.995,0.100,0.086,-0.178,1.018
1727528049005,2024-09-28T15.54.09.005,0.110,0.047,-0.188,1.011
1727528049015,2024-09-28T15.54.09.015,0.120,0.012,-0.202,0.996
1727528049025,2024-09-28T15.54.09.025,0.130,0.013,-0.207,0.991
1727528049035,2024-09-28T15.54.09.035,0.140,0.038,-0.198,0.997
1727528049045,2024-09-28T15.54.09.045,0.150,0.074,-0.187,0.996
1727528049055,2024-09-28T15.54.09.055,0.160,0.103,-0.187,0.994
1727528049065,2024-09-28T15.54.09.065,0.170,0.119,-0.190,0.993
1727528049075,2024-09-28T15.54.09.075,0.180,0.128,-0.193,0.976
1727528049085,2024-09-28T15.54.09.085,0.190,0.119,-0.204,0.963
1727528049095,2024-09-28T15.54.09.095,0.200,0.087,-0.215,0.958
1727528049105,2024-09-28T15.54.09.105,0.210,0.065,-0.215,0.956
1727528049115,2024-09-28T15.54.09.115,0.220,0.071,-0.205,0.956
1727528049125,2024-09-28T15.54.09.125,0.230,0.085,-0.202,0.961
1727528049135,2024-09-28T15.54.09.135,0.240,0.100,-0.201,0.964
1727528049145,2024-09-28T15.54.09.145,0.250,0.123,-0.198,0.953
1727528049155,2024-09-28T15.54.09.155,0.260,0.168,-0.196,0.947
1727528049165,2024-09-28T15.54.09.165,0.270,0.204,-0.198,0.941
1727528049175,2024-09-28T15.54.09.175,0.280,0.209,-0.199,0.930
1727528049185,2024-09-28T15.54.09.185,0.290,0.176,-0.191,0.928
1727528049195,2024-09-28T15.54.09.195,0.300,0.102,-0.188,0.943
1727528049205,2024-09-28T15.54.09.205,0.310,0.051,-0.193,0.937
1727528049215,2024-09-28T15.54.09.215,0.320,0.061,-0.190,0.913
1727528049225,2024-09-28T15.54.09.225,0.330,0.072,-0.182,0.886
1727528049235,2024-09-28T15.54.09.235,0.340,0.086,-0.179,0.848
1727528049245,2024-09-28T15.54.09.245,0.350,0.132,-0.171,0.810
1727528049255,2024-09-28T15.54.09.255,0.360,0.179,-0.165,0.780
1727528049265,2024-09-28T15.54.09.265,0.370,0.192,-0.160,0.764
1727528049275,2024-09-28T15.54.09.275,0.380,0.172,-0.155,0.759
1727528049285,2024-09-28T15.54.09.285,0.390,0.111,-0.150,0.775
1727528049295,2024-09-28T15.54.09.295,0.400,0.037,-0.149,0.779
1727528049305,2024-09-28T15.54.09.305,0.410,0.001,-0.156,0.781
1727528049315,2024-09-28T15.54.09.315,0.420,-0.022,-0.154,0.784
1727528049325,2024-09-28T15.54.09.325,0.430,-0.024,-0.151,0.771
1727528049335,2024-09-28T15.54.09.335,0.440,-0.023,-0.149,0.745
1727528049345,2024-09-28T15.54.09.345,0.450,-0.009,-0.147,0.707
1727528049355,2024-09-28T15.54.09.355,0.460,0.035,-0.144,0.679
1727528049365,2024-09-28T15.54.09.365,0.470,0.070,-0.135,0.679
1727528049375,2024-09-28T15.54.09.375,0.480,0.040,-0.123,0.704
1727528049385,2024-09-28T15.54.09.385,0.490,-0.041,-0.130,0.742
1727528049395,2024-09-28T15.54.09.395,0.500,-0.092,-0.133,0.774
1727528049405,2024-09-28T15.54.09.405,0.510,-0.078,-0.111,0.812
1727528049415,2024-09-28T15.54.09.415,0.520,-0.049,-0.076,0.841
1727528049425,2024-09-28T15.54.09.425,0.530,-0.059,-0.046,0.843
1727528049435,2024-09-28T15.54.09.435,0.540,-0.051,-0.018,0.828
1727528049445,2024-09-28T15.54.09.445,0.550,-0.011,0.011,0.795
1727528049455,2024-09-28T15.54.09.455,0.560,0.027,0.032,0.773
1727528049465,2024-09-28T15.54.09.465,0.570,0.016,0.034,0.764
1727528049475,2024-09-28T15.54.09.475,0.580,-0.072,0.027,0.807
1727528049485,2024-09-28T15.54.09.485,0.590,-0.249,0.023,0.895
1727528049495,2024-09-28T15.54.09.495,0.600,-0.401,0.015,0.962
1727528049505,2024-09-28T15.54.09.505,0.610,-0.409,0.018,0.998
1727528049515,2024-09-28T15.54.09.515,0.620,-0.339,0.063,0.991
1727528049525,2024-09-28T15.54.09.525,0.630,-0.264,0.119,0.953
1727528049535,2024-09-28T15.54.09.535,0.640,-0.176,0.174,0.917
1727528049545,2024-09-28T15.54.09.545,0.650,-0.060,0.227,0.941
1727528049555,2024-09-28T15.54.09.555,0.660,-0.021,0.286,0.977
1727528049565,2024-09-28T15.54.09.565,0.670,-0.107,0.319,0.978
1727528049575,2024-09-28T15.54.09.575,0.680,-0.223,0.329,0.990
1727528049585,2024-09-28T15.54.09.585,0.690,-0.243,0.325,1.013
1727528049595,2024-09-28T15.54.09.595,0.700,-0.220,0.305,1.021
1727528049605,2024-09-28T15.54.09.605,0.710,-0.244,0.285,1.015
1727528049615,2024-09-28T15.54.09.615,0.720,-0.246,0.285,0.987
1727528049625,2024-09-28T15.54.09.625,0.730,-0.163,0.308,0.971
1727528049635,2024-09-28T15.54.09.635,0.740,-0.042,0.363,0.971
1727528049645,2024-09-28T15.54.09.645,0.750,0.014,0.416,0.979
1727528049655,2024-09-28T15.54.09.655,0.760,-0.071,0.430,1.003
1727528049665,2024-09-28T15.54.09.665,0.770,-0.178,0.449,1.037
1727528049675,2024-09-28T15.54.09.675,0.780,-0.197,0.482,1.032
1727528049685,2024-09-28T15.54.09.685,0.790,-0.195,0.489,0.998
1727528049695,2024-09-28T15.54.09.695,0.800,-0.189,0.484,0.975
1727528049705,2024-09-28T15.54.09.705,0.810,-0.168,0.469,0.964
1727528049715,2024-09-28T15.54.09.715,0.820,-0.146,0.452,0.966
1727528049725,2024-09-28T15.54.09.725,0.830,-0.096,0.453,0.970
1727528049735,2024-09-28T15.54.09.735,0.840,-0.018,0.476,1.010
1727528049745,2024-09-28T15.54.09.745,0.850,-0.001,0.523,1.066
1727528049755,2024-09-28T15.54.09.755,0.860,-0.055,0.585,1.115
1727528049765,2024-09-28T15.54.09.765,0.870,-0.104,0.655,1.121
1727528049775,2024-09-28T15.54.09.775,0.880,-0.154,0.692,1.101
1727528049785,2024-09-28T15.54.09.785,0.890,-0.212,0.695,1.092
1727528049795,2024-09-28T15.54.09.795,0.900,-0.218,0.684,1.104
1727528049805,2024-09-28T15.54.09.805,0.910,-0.150,0.660,1.117
1727528049815,2024-09-28T15.54.09.815,0.920,-0.028,0.643,1.128
1727528049825,2024-09-28T15.54.09.825,0.930,0.067,0.626,1.141
1727528049835,2024-09-28T15.54.09.835,0.940,0.061,0.614,1.169
1727528049845,2024-09-28T15.54.09.845,0.950,0.046,0.627,1.224
1727528049855,2024-09-28T15.54.09.855,0.960,0.069,0.670,1.244
1727528049865,2024-09-28T15.54.09.865,0.970,0.048,0.693,1.201
1727528049875,2024-09-28T15.54.09.875,0.980,-0.010,0.691,1.143
1727528049885,2024-09-28T15.54.09.885,0.990,-0.045,0.680,1.105
1727528049895,2024-09-28T15.54.09.895,1.000,-0.059,0.652,1.094
1727528049905,2024-09-28T15.54.09.905,1.010,-0.054,0.618,1.106
1727528049915,2024-09-28T15.54.09.915,1.020,-0.005,0.587,1.118
1727528049925,2024-09-28T15.54.09.925,1.030,0.080,0.565,1.130
1727528049935,2024-09-28T15.54.09.935,1.040,0.146,0.558,1.152
1727528049945,2024-09-28T15.54.09.945,1.050,0.168,0.567,1.162
1727528049955,2024-09-28T15.54.09.955,1.060,0.154,0.581,1.138
1727528049965,2024-09-28T15.54.09.965,1.070,0.089,0.588,1.096
1727528049975,2024-09-28T15.54.09.975,1.080,0.030,0.585,1.055
1727528049985,2024-09-28T15.54.09.985,1.090,0.085,0.593,1.031
1727528049995,2024-09-28T15.54.09.995,1.100,0.138,0.578,1.027
1727528050005,2024-09-28T15.54.10.005,1.110,0.171,0.554,1.034
1727528050015,2024-09-28T15.54.10.015,1.120,0.224,0.525,1.054
1727528050025,2024-09-28T15.54.10.025,1.130,0.265,0.490,1.083
1727528050035,2024-09-28T15.54.10.035,1.140,0.245,0.467,1.087
1727528050045,2024-09-28T15.54.10.045,1.150,0.212,0.453,1.036
1727528050055,2024-09-28T15.54.10.055,1.160,0.233,0.461,0.996
1727528050065,2024-09-28T15.54.10.065,1.170,0.193,0.453,0.993
1727528050075,2024-09-28T15.54.10.075,1.180,0.098,0.436,0.992
1727528050085,2024-09-28T15.54.10.085,1.190,0.065,0.433,0.982
1727528050095,2024-09-28T15.54.10.095,1.200,0.094,0.439,0.997
