epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727527994506,2024-09-28T15.53.14.506,0.000,-1.159,-18.720,2.317
1727527994516,2024-09-28T15.53.14.516,0.010,-1.159,-19.024,2.683
1727527994526,2024-09-28T15.53.14.526,0.020,-0.427,-18.293,3.476
1727527994536,2024-09-28T15.53.14.536,0.030,1.341,-15.183,5.366
1727527994546,2024-09-28T15.53.14.546,0.040,3.354,-11.098,7.378
1727527994556,2024-09-28T15.53.14.556,0.050,5.061,-8.232,8.537
1727527994566,2024-09-28T15.53.14.566,0.060,7.561,-8.171,10.549
1727527994576,2024-09-28T15.53.14.576,0.070,11.098,-10.732,13.659
1727527994586,2024-09-28T15.53.14.586,0.080,15.976,-15.732,17.622
1727527994596,2024-09-28T15.53.14.596,0.090,22.012,-23.537,22.073
1727527994606,2024-09-28T15.53.14.606,0.100,28.780,-32.927,24.817
1727527994616,2024-09-28T15.53.14.616,0.110,35.366,-38.841,25.488
1727527994626,2024-09-28T15.53.14.626,0.120,40.976,-35.366,24.024
1727527994636,2024-09-28T15.53.14.636,0.130,44.512,-22.561,21.951
1727527994646,2024-09-28T15.53.14.646,0.140,46.951,-8.110,19.939
1727527994656,2024-09-28T15.53.14.656,0.150,50.305,-0.366,17.134
1727527994666,2024-09-28T15.53.14.666,0.160,55.610,-3.232,14.695
1727527994676,2024-09-28T15.53.14.676,0.170,63.415,-15.427,14.146
1727527994686,2024-09-28T15.53.14.686,0.180,74.817,-29.329,15.122
1727527994696,2024-09-28T15.53.14.696,0.190,88.232,-38.902,18.232
1727527994706,2024-09-28T15.53.14.706,0.200,99.573,-44.939,20.488
1727527994716,2024-09-28T15.53.14.716,0.210,107.988,-50.549,19.939
1727527994726,2024-09-28T15.53.14.726,0.220,112.927,-54.451,17.683
1727527994736,2024-09-28T15.53.14.736,0.230,114.756,-47.927,12.256
1727527994746,2024-09-28T15.53.14.746,0.240,113.537,-28.598,1.829
1727527994756,2024-09-28T15.53.14.756,0.250,112.256,2.378,-10.488
1727527994766,2024-09-28T15.53.14.766,0.260,120.915,35.976,-21.524
1727527994776,2024-09-28T15.53.14.776,0.270,125.671,50.854,-25.000
1727527994786,2024-09-28T15.53.14.786,0.280,132.134,42.988,-22.500
1727527994796,2024-09-28T15.53.14.796,0.290,137.622,20.000,-15.732
1727527994806,2024-09-28T15.53.14.806,0.300,138.720,-8.354,-13.049
1727527994816,2024-09-28T15.53.14.816,0.310,137.622,-33.537,-11.707
1727527994826,2024-09-28T15.53.14.826,0.320,135.183,-52.317,-10.000
1727527994836,2024-09-28T15.53.14.836,0.330,131.402,-58.171,-12.317
1727527994846,2024-09-28T15.53.14.846,0.340,128.049,-44.329,-20.305
1727527994856,2024-09-28T15.53.14.856,0.350,126.768,-11.341,-30.427
1727527994866,2024-09-28T15.53.14.866,0.360,127.927,26.402,-36.585
1727527994876,2024-09-28T15.53.14.876,0.370,130.305,47.317,-39.695
1727527994886,2024-09-28T15.53.14.886,0.380,132.561,43.171,-41.402
1727527994896,2024-09-28T15.53.14.896,0.390,134.451,21.220,-41.037
1727527994906,2024-09-28T15.53.14.906,0.400,134.329,-6.890,-39.756
1727527994916,2024-09-28T15.53.14.916,0.410,131.646,-31.220,-41.037
1727527994926,2024-09-28T15.53.14.926,0.420,127.927,-42.256,-47.561
1727527994936,2024-09-28T15.53.14.936,0.430,123.537,-33.476,-59.451
1727527994946,2024-09-28T15.53.14.946,0.440,117.683,-7.805,-73.780
1727527994956,2024-09-28T15.53.14.956,0.450,109.878,21.098,-88.171
1727527994966,2024-09-28T15.53.14.966,0.460,101.768,34.329,-96.951
1727527994976,2024-09-28T15.53.14.976,0.470,94.695,21.159,-97.927
1727527994986,2024-09-28T15.53.14.986,0.480,87.561,-10.366,-92.439
1727527994996,2024-09-28T15.53.14.996,0.490,80.793,-43.537,-85.549
1727527995006,2024-09-28T15.53.15.006,0.500,73.841,-64.817,-82.073
1727527995016,2024-09-28T15.53.15.016,0.510,67.012,-68.232,-81.341
1727527995026,2024-09-28T15.53.15.026,0.520,59.085,-55.854,-84.451
1727527995036,2024-09-28T15.53.15.036,0.530,50.610,-37.073,-89.695
1727527995046,2024-09-28T15.53.15.046,0.540,41.951,-25.488,-96.220
1727527995056,2024-09-28T15.53.15.056,0.550,30.366,-26.890,-101.341
1727527995066,2024-09-28T15.53.15.066,0.560,18.598,-41.585,-101.341
1727527995076,2024-09-28T15.53.15.076,0.570,9.024,-61.463,-100.854
1727527995086,2024-09-28T15.53.15.086,0.580,2.988,-77.927,-102.927
1727527995096,2024-09-28T15.53.15.096,0.590,-0.915,-87.134,-105.305
1727527995106,2024-09-28T15.53.15.106,0.600,-3.963,-89.817,-104.817
1727527995116,2024-09-28T15.53.15.116,0.610,-8.415,-91.280,-103.354
1727527995126,2024-09-28T15.53.15.126,0.620,-14.695,-92.378,-105.183
1727527995136,2024-09-28T15.53.15.136,0.630,-22.927,-93.293,-103.476
1727527995146,2024-09-28T15.53.15.146,0.640,-35.610,-95.915,-101.768
1727527995156,2024-09-28T15.53.15.156,0.650,-50.854,-97.683,-103.232
1727527995166,2024-09-28T15.53.15.166,0.660,-64.024,-97.683,-99.695
1727527995176,2024-09-28T15.53.15.176,0.670,-72.317,-94.085,-91.646
1727527995186,2024-09-28T15.53.15.186,0.680,-76.220,-87.378,-83.232
1727527995196,2024-09-28T15.53.15.196,0.690,-78.110,-80.732,-75.000
1727527995206,2024-09-28T15.53.15.206,0.700,-81.646,-74.024,-66.707
1727527995216,2024-09-28T15.53.15.216,0.710,-85.366,-65.427,-61.159
1727527995226,2024-09-28T15.53.15.226,0.720,-89.085,-54.573,-57.622
