epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727528018596,2024-09-28T15.53.38.596,0.000,55.793,-15.366,34.634
1727528018606,2024-09-28T15.53.38.606,0.010,57.195,-15.366,35.427
1727528018616,2024-09-28T15.53.38.616,0.020,64.695,-15.000,39.817
1727528018626,2024-09-28T15.53.38.626,0.030,76.829,-12.805,39.634
1727528018636,2024-09-28T15.53.38.636,0.040,88.293,-7.866,33.659
1727528018646,2024-09-28T15.53.38.646,0.050,94.939,-4.207,28.841
1727528018656,2024-09-28T15.53.38.656,0.060,95.732,-4.390,27.439
1727528018666,2024-09-28T15.53.38.666,0.070,93.780,-5.366,26.220
1727528018676,2024-09-28T15.53.38.676,0.080,92.805,-6.707,24.878
1727528018686,2024-09-28T15.53.38.686,0.090,93.171,-8.354,24.451
1727528018696,2024-09-28T15.53.38.696,0.100,94.573,-10.488,24.878
1727528018706,2024-09-28T15.53.38.706,0.110,96.585,-12.378,24.939
1727528018716,2024-09-28T15.53.38.716,0.120,99.573,-12.622,24.146
1727528018726,2024-09-28T15.53.38.726,0.130,103.598,-9.878,22.195
1727528018736,2024-09-28T15.53.38.736,0.140,108.049,-4.756,19.573
1727528018746,2024-09-28T15.53.38.746,0.150,112.805,2.500,14.512
1727528018756,2024-09-28T15.53.38.756,0.160,117.195,10.671,9.390
1727528018766,2024-09-28T15.53.38.766,0.170,120.061,15.671,8.720
1727528018776,2024-09-28T15.53.38.776,0.180,121.585,13.720,8.963
1727528018786,2024-09-28T15.53.38.786,0.190,120.732,7.256,6.098
1727528018796,2024-09-28T15.53.38.796,0.200,116.890,-2.073,4.939
1727528018806,2024-09-28T15.53.38.806,0.210,113.232,-11.707,5.000
1727528018816,2024-09-28T15.53.38.816,0.220,110.366,-16.463,2.744
1727528018826,2024-09-28T15.53.38.826,0.230,110.061,-15.915,-1.707
1727528018836,2024-09-28T15.53.38.836,0.240,112.683,-13.110,-7.683
1727528018846,2024-09-28T15.53.38.846,0.250,115.976,-11.951,-13.476
1727528018856,2024-09-28T15.53.38.856,0.260,119.939,-12.988,-18.902
1727528018866,2024-09-28T15.53.38.866,0.270,124.878,-17.927,-23.780
1727528018876,2024-09-28T15.53.38.876,0.280,128.598,-24.024,-29.756
1727528018886,2024-09-28T15.53.38.886,0.290,129.146,-29.207,-37.195
1727528018896,2024-09-28T15.53.38.896,0.300,124.573,-30.610,-41.829
1727528018906,2024-09-28T15.53.38.906,0.310,115.610,-29.329,-41.890
1727528018916,2024-09-28T15.53.38.916,0.320,105.000,-26.463,-45.915
1727528018926,2024-09-28T15.53.38.926,0.330,94.207,-20.976,-53.232
1727528018936,2024-09-28T15.53.38.936,0.340,86.280,-13.049,-58.232
1727528018946,2024-09-28T15.53.38.946,0.350,82.134,-5.183,-60.305
1727528018956,2024-09-28T15.53.38.956,0.360,82.378,-2.622,-60.976
1727528018966,2024-09-28T15.53.38.966,0.370,84.878,-7.134,-62.073
1727528018976,2024-09-28T15.53.38.976,0.380,86.707,-16.951,-62.927
1727528018986,2024-09-28T15.53.38.986,0.390,87.378,-26.585,-63.841
1727528018996,2024-09-28T15.53.38.996,0.400,86.159,-32.195,-66.402
1727528019006,2024-09-28T15.53.39.006,0.410,81.341,-33.902,-70.671
1727528019016,2024-09-28T15.53.39.016,0.420,72.927,-32.378,-77.927
1727528019026,2024-09-28T15.53.39.026,0.430,62.500,-30.976,-87.378
1727528019036,2024-09-28T15.53.39.036,0.440,51.159,-32.195,-91.585
1727528019046,2024-09-28T15.53.39.046,0.450,41.341,-35.854,-90.488
1727528019056,2024-09-28T15.53.39.056,0.460,33.415,-38.049,-91.220
1727528019066,2024-09-28T15.53.39.066,0.470,28.902,-40.061,-94.817
1727528019076,2024-09-28T15.53.39.076,0.480,26.768,-45.122,-93.780
1727528019086,2024-09-28T15.53.39.086,0.490,26.098,-53.415,-90.976
1727528019096,2024-09-28T15.53.39.096,0.500,23.720,-60.244,-91.220
1727528019106,2024-09-28T15.53.39.106,0.510,18.537,-57.622,-94.512
1727528019116,2024-09-28T15.53.39.116,0.520,11.585,-46.524,-95.122
1727528019126,2024-09-28T15.53.39.126,0.530,2.988,-39.756,-93.476
1727528019136,2024-09-28T15.53.39.136,0.540,-8.232,-43.659,-93.780
1727528019146,2024-09-28T15.53.39.146,0.550,-20.610,-50.610,-94.390
1727528019156,2024-09-28T15.53.39.156,0.560,-30.427,-58.476,-93.232
1727528019166,2024-09-28T15.53.39.166,0.570,-37.866,-67.561,-91.220
1727528019176,2024-09-28T15.53.39.176,0.580,-42.500,-71.220,-92.744
1727528019186,2024-09-28T15.53.39.186,0.590,-44.756,-65.000,-95.976
1727528019196,2024-09-28T15.53.39.196,0.600,-45.000,-53.963,-97.256
1727528019206,2024-09-28T15.53.39.206,0.610,-45.244,-45.732,-97.073
1727528019216,2024-09-28T15.53.39.216,0.620,-46.159,-44.268,-95.000
1727528019226,2024-09-28T15.53.39.226,0.630,-48.110,-49.939,-91.341
1727528019236,2024-09-28T15.53.39.236,0.640,-50.427,-61.402,-85.976
1727528019246,2024-09-28T15.53.39.246,0.650,-53.537,-75.000,-79.451
1727528019256,2024-09-28T15.53.39.256,0.660,-56.220,-83.659,-72.012
1727528019266,2024-09-28T15.53.39.266,0.670,-58.171,-84.695,-59.939
1727528019276,2024-09-28T15.53.39.276,0.680,-59.024,-76.220,-52.256
1727528019286,2024-09-28T15.53.39.286,0.690,-57.866,-59.024,-52.439
1727528019296,2024-09-28T15.53.39.296,0.700,-55.244,-41.585,-53.232
1727528019306,2024-09-28T15.53.39.306,0.710,-52.988,-34.512,-50.610
1727528019316,2024-09-28T15.53.39.316,0.720,-50.793,-36.463,-47.927
1727528019326,2024-09-28T15.53.39.326,0.730,-50.061,-41.402,-44.329
1727528019336,2024-09-28T15.53.39.336,0.740,-53.537,-41.524,-43.659
1727528019346,2024-09-28T15.53.39.346,0.750,-61.646,-42.195,-39.756
1727528019356,2024-09-28T15.53.39.356,0.760,-71.220,-44.878,-32.683
1727528019366,2024-09-28T15.53.39.366,0.770,-80.488,-40.976,-21.829
1727528019376,2024-09-28T15.53.39.376,0.780,-86.159,-32.134,-14.390
1727528019386,2024-09-28T15.53.39.386,0.790,-87.744,-22.317,-9.573
1727528019396,2024-09-28T15.53.39.396,0.800,-87.256,-11.585,-4.024
1727528019406,2024-09-28T15.53.39.406,0.810,-86.707,-2.805,-0.488
1727528019416,2024-09-28T15.53.39.416,0.820,-85.976,0.610,1.037
1727528019426,2024-09-28T15.53.39.426,0.830,-84.939,-0.305,4.390
1727528019436,2024-09-28T15.53.39.436,0.840,-84.695,-2.744,8.415
1727528019446,2024-09-28T15.53.39.446,0.850,-85.854,-4.634,10.244
1727528019456,2024-09-28T15.53.39.456,0.860,-87.195,-5.488,12.317
1727528019466,2024-09-28T15.53.39.466,0.870,-88.720,-6.463,15.061
1727528019476,2024-09-28T15.53.39.476,0.880,-90.549,-6.829,18.049
1727528019486,2024-09-28T15.53.39.486,0.890,-92.500,-5.854,20.976
1727528019496,2024-09-28T15.53.39.496,0.900,-95.122,-2.683,23.415
1727528019506,2024-09-28T15.53.39.506,0.910,-96.585,4.207,25.793
1727528019516,2024-09-28T15.53.39.516,0.920,-95.366,12.073,28.902
1727528019526,2024-09-28T15.53.39.526,0.930,-93.415,17.256,32.134
1727528019536,2024-09-28T15.53.39.536,0.940,-92.561,18.110,36.159
1727528019546,2024-09-28T15.53.39.546,0.950,-92.073,15.061,40.610
1727528019556,2024-09-28T15.53.39.556,0.960,-91.829,10.244,44.512
1727528019566,2024-09-28T15.53.39.566,0.970,-91.220,6.220,49.085
1727528019576,2024-09-28T15.53.39.576,0.980,-90.671,4.207,54.512
1727528019586,2024-09-28T15.53.39.586,0.990,-90.610,5.549,58.171
1727528019596,2024-09-28T15.53.39.596,1.000,-90.061,8.354,60.122
1727528019606,2024-09-28T15.53.39.606,1.010,-89.207,10.793,61.280
1727528019616,2024-09-28T15.53.39.616,1.020,-88.293,14.390,62.134
1727528019626,2024-09-28T15.53.39.626,1.030,-86.402,18.110,62.683
1727528019636,2024-09-28T15.53.39.636,1.040,-83.841,20.122,63.171
1727528019646,2024-09-28T15.53.39.646,1.050,-81.707,19.207,64.634
1727528019656,2024-09-28T15.53.39.656,1.060,-79.146,14.146,66.280
1727528019666,2024-09-28T15.53.39.666,1.070,-75.915,6.159,68.780
1727528019676,2024-09-28T15.53.39.676,1.080,-72.195,-0.793,72.500
1727528019686,2024-09-28T15.53.39.686,1.090,-68.232,-3.171,74.817
1727528019696,2024-09-28T15.53.39.696,1.100,-64.207,-0.244,74.512
1727528019706,2024-09-28T15.53.39.706,1.110,-60.671,4.634,74.146
1727528019716,2024-09-28T15.53.39.716,1.120,-57.195,7.561,74.878
1727528019726,2024-09-28T15.53.39.726,1.130,-53.659,8.232,74.756
1727528019736,2024-09-28T15.53.39.736,1.140,-51.037,8.232,74.085
1727528019746,2024-09-28T15.53.39.746,1.150,-49.268,8.415,73.963
1727528019756,2024-09-28T15.53.39.756,1.160,-47.439,9.756,74.146
1727528019766,2024-09-28T15.53.39.766,1.170,-46.037,12.439,72.683
1727528019776,2024-09-28T15.53.39.776,1.180,-45.061,14.329,69.634
1727528019786,2024-09-28T15.53.39.786,1.190,-43.232,13.110,68.902
1727528019796,2024-09-28T15.53.39.796,1.200,-39.695,9.207,70.610
1727528019806,2024-09-28T15.53.39.806,1.210,-34.268,3.841,71.280
1727528019816,2024-09-28T15.53.39.816,1.220,-28.171,-0.671,72.012
1727528019826,2024-09-28T15.53.39.826,1.230,-21.768,-4.512,72.195
1727528019836,2024-09-28T15.53.39.836,1.240,-16.037,-6.463,70.305
1727528019846,2024-09-28T15.53.39.846,1.250,-12.378,-5.183,67.805
1727528019856,2024-09-28T15.53.39.856,1.260,-11.585,-1.098,64.085
1727528019866,2024-09-28T15.53.39.866,1.270,-12.866,5.122,57.988
1727528019876,2024-09-28T15.53.39.876,1.280,-15.183,11.159,52.683
1727528019886,2024-09-28T15.53.39.886,1.290,-16.707,13.780,50.122
1727528019896,2024-09-28T15.53.39.896,1.300,-16.037,12.073,48.720
1727528019906,2024-09-28T15.53.39.906,1.310,-13.780,6.890,47.744
1727528019916,2024-09-28T15.53.39.916,1.320,-10.854,0.610,47.134
1727528019926,2024-09-28T15.53.39.926,1.330,-5.915,-3.354,45.976
1727528019936,2024-09-28T15.53.39.936,1.340,-1.341,-3.415,44.207
1727528019946,2024-09-28T15.53.39.946,1.350,2.073,-2.683,42.683
1727528019956,2024-09-28T15.53.39.956,1.360,4.573,-4.085,40.183
1727528019966,2024-09-28T15.53.39.966,1.370,5.915,-5.854,37.012
1727528019976,2024-09-28T15.53.39.976,1.380,5.610,-6.951,34.756
1727528019986,2024-09-28T15.53.39.986,1.390,4.573,-8.537,32.378
1727528019996,2024-09-28T15.53.39.996,1.400,4.207,-10.122,28.476
1727528020006,2024-09-28T15.53.40.006,1.410,5.183,-8.720,23.720
1727528020016,2024-09-28T15.53.40.016,1.420,7.561,-5.244,20.000
1727528020026,2024-09-28T15.53.40.026,1.430,10.183,-1.951,16.768
1727528020036,2024-09-28T15.53.40.036,1.440,11.890,0.305,13.232
1727528020046,2024-09-28T15.53.40.046,1.450,12.561,0.244,10.000
1727528020056,2024-09-28T15.53.40.056,1.460,12.256,-2.805,7.927
1727528020066,2024-09-28T15.53.40.066,1.470,10.427,-6.463,7.439
1727528020076,2024-09-28T15.53.40.076,1.480,7.134,-9.329,6.098
1727528020086,2024-09-28T15.53.40.086,1.490,3.780,-11.280,4.024
1727528020096,2024-09-28T15.53.40.096,1.500,1.768,-12.073,2.439
1727528020106,2024-09-28T15.53.40.106,1.510,1.524,-10.488,1.037
1727528020116,2024-09-28T15.53.40.116,1.520,1.890,-3.902,-1.098
1727528020126,2024-09-28T15.53.40.126,1.530,2.561,6.463,-4.817
1727528020136,2024-09-28T15.53.40.136,1.540,2.683,15.061,-8.659
1727528020146,2024-09-28T15.53.40.146,1.550,1.098,14.146,-9.024
1727528020156,2024-09-28T15.53.40.156,1.560,-1.037,5.122,-7.134
1727528020166,2024-09-28T15.53.40.166,1.570,-2.500,-5.122,-5.549
1727528020176,2024-09-28T15.53.40.176,1.580,-3.720,-12.317,-3.537
1727528020186,2024-09-28T15.53.40.186,1.590,-4.329,-17.500,-0.183
1727528020196,2024-09-28T15.53.40.196,1.600,-4.390,-18.659,0.732
1727528020206,2024-09-28T15.53.40.206,1.610,-4.207,-12.317,-2.012
1727528020216,2024-09-28T15.53.40.216,1.620,-4.085,-0.854,-5.366
1727528020226,2024-09-28T15.53.40.226,1.630,-4.207,8.902,-6.646
1727528020236,2024-09-28T15.53.40.236,1.640,-4.451,12.317,-7.256
1727528020246,2024-09-28T15.53.40.246,1.650,-5.305,8.720,-7.195
1727528020256,2024-09-28T15.53.40.256,1.660,-6.280,0.061,-5.244
1727528020266,2024-09-28T15.53.40.266,1.670,-7.073,-9.024,-2.988
