epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727527830614,2024-09-28T15.50.30.614,0.000,-97.622,-11.463,32.256
1727527830624,2024-09-28T15.50.30.624,0.010,-97.500,-10.305,33.476
1727527830634,2024-09-28T15.50.30.634,0.020,-95.000,-6.890,36.463
1727527830644,2024-09-28T15.50.30.644,0.030,-92.317,-4.817,40.000
1727527830654,2024-09-28T15.50.30.654,0.040,-90.000,-6.402,43.354
1727527830664,2024-09-28T15.50.30.664,0.050,-88.232,-9.817,47.561
1727527830674,2024-09-28T15.50.30.674,0.060,-87.012,-13.963,52.134
1727527830684,2024-09-28T15.50.30.684,0.070,-86.341,-17.012,55.671
1727527830694,2024-09-28T15.50.30.694,0.080,-85.854,-18.049,58.963
1727527830704,2024-09-28T15.50.30.704,0.090,-84.207,-18.110,62.073
1727527830714,2024-09-28T15.50.30.714,0.100,-80.793,-16.951,63.963
1727527830724,2024-09-28T15.50.30.724,0.110,-75.671,-15.244,65.000
1727527830734,2024-09-28T15.50.30.734,0.120,-69.878,-15.305,66.280
1727527830744,2024-09-28T15.50.30.744,0.130,-63.659,-17.622,67.256
1727527830754,2024-09-28T15.50.30.754,0.140,-57.561,-20.488,67.256
1727527830764,2024-09-28T15.50.30.764,0.150,-52.561,-23.841,67.561
1727527830774,2024-09-28T15.50.30.774,0.160,-49.207,-25.854,68.415
1727527830784,2024-09-28T15.50.30.784,0.170,-46.524,-24.695,70.976
1727527830794,2024-09-28T15.50.30.794,0.180,-44.390,-19.634,73.232
1727527830804,2024-09-28T15.50.30.804,0.190,-42.256,-12.134,74.390
1727527830814,2024-09-28T15.50.30.814,0.200,-37.744,-5.671,74.756
1727527830824,2024-09-28T15.50.30.824,0.210,-30.976,-2.256,73.293
1727527830834,2024-09-28T15.50.30.834,0.220,-23.841,-1.585,71.768
1727527830844,2024-09-28T15.50.30.844,0.230,-18.232,-2.988,70.671
1727527830854,2024-09-28T15.50.30.854,0.240,-13.841,-4.939,68.598
1727527830864,2024-09-28T15.50.30.864,0.250,-10.122,-6.402,66.646
1727527830874,2024-09-28T15.50.30.874,0.260,-6.098,-7.195,64.695
1727527830884,2024-09-28T15.50.30.884,0.270,-1.585,-8.720,61.951
1727527830894,2024-09-28T15.50.30.894,0.280,2.683,-11.463,59.512
1727527830904,2024-09-28T15.50.30.904,0.290,5.732,-14.390,57.195
1727527830914,2024-09-28T15.50.30.914,0.300,9.390,-14.512,52.256
1727527830924,2024-09-28T15.50.30.924,0.310,13.049,-8.902,46.646
1727527830934,2024-09-28T15.50.30.934,0.320,15.976,-0.183,41.463
1727527830944,2024-09-28T15.50.30.944,0.330,18.598,7.134,35.244
1727527830954,2024-09-28T15.50.30.954,0.340,20.122,8.963,30.366
1727527830964,2024-09-28T15.50.30.964,0.350,19.817,5.732,27.744
1727527830974,2024-09-28T15.50.30.974,0.360,18.720,0.732,27.134
1727527830984,2024-09-28T15.50.30.984,0.370,17.805,-4.451,27.073
1727527830994,2024-09-28T15.50.30.994,0.380,17.439,-8.598,26.037
1727527831004,2024-09-28T15.50.31.004,0.390,17.683,-9.390,24.390
1727527831014,2024-09-28T15.50.31.014,0.400,18.354,-5.610,21.463
1727527831024,2024-09-28T15.50.31.024,0.410,19.451,2.561,16.829
1727527831034,2024-09-28T15.50.31.034,0.420,20.305,9.878,13.841
1727527831044,2024-09-28T15.50.31.044,0.430,20.610,10.854,11.463
1727527831054,2024-09-28T15.50.31.054,0.440,18.902,7.866,8.110
1727527831064,2024-09-28T15.50.31.064,0.450,14.878,3.902,6.463
1727527831074,2024-09-28T15.50.31.074,0.460,9.634,1.159,5.915
1727527831084,2024-09-28T15.50.31.084,0.470,4.451,0.305,4.634
1727527831094,2024-09-28T15.50.31.094,0.480,1.037,0.000,3.902
1727527831104,2024-09-28T15.50.31.104,0.490,-0.183,-0.610,2.866
1727527831114,2024-09-28T15.50.31.114,0.500,-0.488,0.732,0.183
1727527831124,2024-09-28T15.50.31.124,0.510,-1.951,3.902,-2.012
1727527831134,2024-09-28T15.50.31.134,0.520,-4.024,5.061,-2.805
1727527831144,2024-09-28T15.50.31.144,0.530,-5.854,2.561,-2.988
1727527831154,2024-09-28T15.50.31.154,0.540,-6.768,-1.280,-2.500
1727527831164,2024-09-28T15.50.31.164,0.550,-6.951,-4.024,-1.768
1727527831174,2024-09-28T15.50.31.174,0.560,-6.951,-3.902,-1.463
1727527831184,2024-09-28T15.50.31.184,0.570,-7.073,-1.220,-1.159
1727527831194,2024-09-28T15.50.31.194,0.580,-7.134,0.671,-0.366
1727527831204,2024-09-28T15.50.31.204,0.590,-6.829,0.244,-0.061
1727527831214,2024-09-28T15.50.31.214,0.600,-7.134,-0.976,0.183
1727527831224,2024-09-28T15.50.31.224,0.610,-8.659,-1.951,0.671
1727527831234,2024-09-28T15.50.31.234,0.620,-10.732,-2.683,1.098
1727527831244,2024-09-28T15.50.31.244,0.630,-12.378,-3.659,1.829
1727527831254,2024-09-28T15.50.31.254,0.640,-13.902,-5.061,2.378
1727527831264,2024-09-28T15.50.31.264,0.650,-15.244,-7.317,2.317
1727527831274,2024-09-28T15.50.31.274,0.660,-15.488,-9.390,2.805
1727527831284,2024-09-28T15.50.31.284,0.670,-14.695,-10.610,3.963
1727527831294,2024-09-28T15.50.31.294,0.680,-12.805,-11.402,4.939
1727527831304,2024-09-28T15.50.31.304,0.690,-9.573,-12.683,6.707
1727527831314,2024-09-28T15.50.31.314,0.700,-4.939,-14.024,8.598
1727527831324,2024-09-28T15.50.31.324,0.710,0.305,-15.244,10.244
1727527831334,2024-09-28T15.50.31.334,0.720,6.220,-16.951,11.646
1727527831344,2024-09-28T15.50.31.344,0.730,12.134,-16.951,12.500
1727527831354,2024-09-28T15.50.31.354,0.740,17.012,-13.476,13.780
1727527831364,2024-09-28T15.50.31.364,0.750,21.341,-9.451,14.573
1727527831374,2024-09-28T15.50.31.374,0.760,25.671,-7.561,14.573
1727527831384,2024-09-28T15.50.31.384,0.770,30.732,-6.890,15.549
1727527831394,2024-09-28T15.50.31.394,0.780,36.829,-4.817,17.805
1727527831404,2024-09-28T15.50.31.404,0.790,43.963,-0.427,19.329
1727527831414,2024-09-28T15.50.31.414,0.800,51.585,3.537,21.037
