epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727528808954,2024-09-28T16.06.48.954,0.000,-0.154,-0.262,0.856
1727528808964,2024-09-28T16.06.48.964,0.010,-0.155,-0.259,0.851
1727528808974,2024-09-28T16.06.48.974,0.020,-0.151,-0.256,0.833
1727528808984,2024-09-28T16.06.48.984,0.030,-0.140,-0.246,0.824
1727528808994,2024-09-28T16.06.48.994,0.040,-0.120,-0.236,0.818
1727528809004,2024-09-28T16.06.49.004,0.050,-0.097,-0.225,0.805
1727528809014,2024-09-28T16.06.49.014,0.060,-0.064,-0.213,0.801
1727528809024,2024-09-28T16.06.49.024,0.070,-0.013,-0.200,0.800
1727528809034,2024-09-28T16.06.49.034,0.080,0.023,-0.185,0.786
1727528809044,2024-09-28T16.06.49.044,0.090,0.042,-0.176,0.772
1727528809054,2024-09-28T16.06.49.054,0.100,0.055,-0.160,0.763
1727528809064,2024-09-28T16.06.49.064,0.110,0.067,-0.149,0.745
1727528809074,2024-09-28T16.06.49.074,0.120,0.066,-0.147,0.729
1727528809084,2024-09-28T16.06.49.084,0.130,0.049,-0.149,0.721
1727528809094,2024-09-28T16.06.49.094,0.140,0.040,-0.143,0.715
1727528809104,2024-09-28T16.06.49.104,0.150,0.054,-0.124,0.721
1727528809114,2024-09-28T16.06.49.114,0.160,0.093,-0.095,0.737
1727528809124,2024-09-28T16.06.49.124,0.170,0.130,-0.077,0.746
1727528809134,2024-09-28T16.06.49.134,0.180,0.150,-0.059,0.788
1727528809144,2024-09-28T16.06.49.144,0.190,0.165,-0.020,0.836
1727528809154,2024-09-28T16.06.49.154,0.200,0.182,0.023,0.850
1727528809164,2024-09-28T16.06.49.164,0.210,0.189,0.048,0.851
1727528809174,2024-09-28T16.06.49.174,0.220,0.152,0.051,0.862
1727528809184,2024-09-28T16.06.49.184,0.230,0.096,0.047,0.871
1727528809194,2024-09-28T16.06.49.194,0.240,0.098,0.044,0.877
1727528809204,2024-09-28T16.06.49.204,0.250,0.162,0.047,0.885
1727528809214,2024-09-28T16.06.49.214,0.260,0.246,0.062,0.896
1727528809224,2024-09-28T16.06.49.224,0.270,0.300,0.075,0.906
1727528809234,2024-09-28T16.06.49.234,0.280,0.289,0.069,0.914
