epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727528843484,2024-09-28T16.07.23.484,0.000,0.006,-0.150,0.984
1727528843494,2024-09-28T16.07.23.494,0.010,-0.017,-0.162,1.011
1727528843504,2024-09-28T16.07.23.504,0.020,-0.037,-0.170,1.024
1727528843514,2024-09-28T16.07.23.514,0.030,-0.036,-0.162,1.024
1727528843524,2024-09-28T16.07.23.524,0.040,-0.031,-0.146,1.012
1727528843534,2024-09-28T16.07.23.534,0.050,-0.026,-0.151,1.013
1727528843544,2024-09-28T16.07.23.544,0.060,-0.030,-0.171,1.022
1727528843554,2024-09-28T16.07.23.554,0.070,-0.041,-0.181,1.024
1727528843564,2024-09-28T16.07.23.564,0.080,-0.050,-0.182,1.018
1727528843574,2024-09-28T16.07.23.574,0.090,-0.066,-0.177,1.022
1727528843584,2024-09-28T16.07.23.584,0.100,-0.077,-0.180,1.027
1727528843594,2024-09-28T16.07.23.594,0.110,-0.083,-0.175,1.026
1727528843604,2024-09-28T16.07.23.604,0.120,-0.078,-0.175,1.021
1727528843614,2024-09-28T16.07.23.614,0.130,-0.066,-0.174,1.022
1727528843624,2024-09-28T16.07.23.624,0.140,-0.068,-0.172,1.018
1727528843634,2024-09-28T16.07.23.634,0.150,-0.069,-0.168,1.017
1727528843644,2024-09-28T16.07.23.644,0.160,-0.072,-0.161,1.020
1727528843654,2024-09-28T16.07.23.654,0.170,-0.074,-0.156,1.010
1727528843664,2024-09-28T16.07.23.664,0.180,-0.067,-0.153,1.006
1727528843674,2024-09-28T16.07.23.674,0.190,-0.066,-0.159,1.013
1727528843684,2024-09-28T16.07.23.684,0.200,-0.070,-0.160,1.020
1727528843694,2024-09-28T16.07.23.694,0.210,-0.081,-0.168,1.036
1727528843704,2024-09-28T16.07.23.704,0.220,-0.088,-0.172,1.039
1727528843714,2024-09-28T16.07.23.714,0.230,-0.103,-0.168,1.029
1727528843724,2024-09-28T16.07.23.724,0.240,-0.122,-0.173,1.011
1727528843734,2024-09-28T16.07.23.734,0.250,-0.139,-0.178,0.990
1727528843744,2024-09-28T16.07.23.744,0.260,-0.147,-0.180,0.971
1727528843754,2024-09-28T16.07.23.754,0.270,-0.147,-0.180,0.960
1727528843764,2024-09-28T16.07.23.764,0.280,-0.149,-0.189,0.960
1727528843774,2024-09-28T16.07.23.774,0.290,-0.156,-0.200,0.966
1727528843784,2024-09-28T16.07.23.784,0.300,-0.166,-0.216,0.961
1727528843794,2024-09-28T16.07.23.794,0.310,-0.192,-0.231,0.939
1727528843804,2024-09-28T16.07.23.804,0.320,-0.229,-0.244,0.917
1727528843814,2024-09-28T16.07.23.814,0.330,-0.254,-0.251,0.888
1727528843824,2024-09-28T16.07.23.824,0.340,-0.255,-0.251,0.849
1727528843834,2024-09-28T16.07.23.834,0.350,-0.246,-0.249,0.816
1727528843844,2024-09-28T16.07.23.844,0.360,-0.224,-0.244,0.789
1727528843854,2024-09-28T16.07.23.854,0.370,-0.191,-0.230,0.763
1727528843864,2024-09-28T16.07.23.864,0.380,-0.147,-0.222,0.740
1727528843874,2024-09-28T16.07.23.874,0.390,-0.096,-0.216,0.704
1727528843884,2024-09-28T16.07.23.884,0.400,-0.069,-0.201,0.654
1727528843894,2024-09-28T16.07.23.894,0.410,-0.066,-0.189,0.603
1727528843904,2024-09-28T16.07.23.904,0.420,-0.059,-0.175,0.591
1727528843914,2024-09-28T16.07.23.914,0.430,-0.032,-0.165,0.639
1727528843924,2024-09-28T16.07.23.924,0.440,0.009,-0.164,0.717
1727528843934,2024-09-28T16.07.23.934,0.450,0.042,-0.146,0.766
1727528843944,2024-09-28T16.07.23.944,0.460,0.022,-0.125,0.784
1727528843954,2024-09-28T16.07.23.954,0.470,-0.065,-0.106,0.782
1727528843964,2024-09-28T16.07.23.964,0.480,-0.153,-0.078,0.768
