epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727528422458,2024-09-28T16.00.22.458,0.000,0.188,-0.112,0.748
1727528422468,2024-09-28T16.00.22.468,0.010,0.240,-0.055,0.776
1727528422478,2024-09-28T16.00.22.478,0.020,0.268,-0.037,0.812
1727528422488,2024-09-28T16.00.22.488,0.030,0.290,-0.041,0.831
1727528422498,2024-09-28T16.00.22.498,0.040,0.290,-0.039,0.819
1727528422508,2024-09-28T16.00.22.508,0.050,0.270,-0.033,0.798
1727528422518,2024-09-28T16.00.22.518,0.060,0.250,-0.033,0.783
1727528422528,2024-09-28T16.00.22.528,0.070,0.230,-0.048,0.778
1727528422538,2024-09-28T16.00.22.538,0.080,0.219,-0.052,0.768
1727528422548,2024-09-28T16.00.22.548,0.090,0.219,-0.030,0.757
1727528422558,2024-09-28T16.00.22.558,0.100,0.247,0.012,0.765
1727528422568,2024-09-28T16.00.22.568,0.110,0.285,0.056,0.770
1727528422578,2024-09-28T16.00.22.578,0.120,0.300,0.085,0.765
1727528422588,2024-09-28T16.00.22.588,0.130,0.317,0.108,0.771
1727528422598,2024-09-28T16.00.22.598,0.140,0.381,0.144,0.787
1727528422608,2024-09-28T16.00.22.608,0.150,0.433,0.174,0.802
1727528422618,2024-09-28T16.00.22.618,0.160,0.430,0.180,0.793
1727528422628,2024-09-28T16.00.22.628,0.170,0.384,0.173,0.781
1727528422638,2024-09-28T16.00.22.638,0.180,0.325,0.174,0.759
1727528422648,2024-09-28T16.00.22.648,0.190,0.287,0.184,0.754
1727528422658,2024-09-28T16.00.22.658,0.200,0.283,0.191,0.757
1727528422668,2024-09-28T16.00.22.668,0.210,0.314,0.196,0.780
1727528422678,2024-09-28T16.00.22.678,0.220,0.395,0.223,0.817
1727528422688,2024-09-28T16.00.22.688,0.230,0.515,0.297,0.829
1727528422698,2024-09-28T16.00.22.698,0.240,0.644,0.366,0.827
1727528422708,2024-09-28T16.00.22.708,0.250,0.726,0.369,0.814
1727528422718,2024-09-28T16.00.22.718,0.260,0.703,0.337,0.809
1727528422728,2024-09-28T16.00.22.728,0.270,0.607,0.334,0.847
1727528422738,2024-09-28T16.00.22.738,0.280,0.517,0.328,0.903
1727528422748,2024-09-28T16.00.22.748,0.290,0.457,0.327,0.921
1727528422758,2024-09-28T16.00.22.758,0.300,0.396,0.333,0.900
1727528422768,2024-09-28T16.00.22.768,0.310,0.353,0.330,0.889
1727528422778,2024-09-28T16.00.22.778,0.320,0.350,0.310,0.867
1727528422788,2024-09-28T16.00.22.788,0.330,0.381,0.287,0.840
1727528422798,2024-09-28T16.00.22.798,0.340,0.402,0.274,0.833
1727528422808,2024-09-28T16.00.22.808,0.350,0.391,0.268,0.859
1727528422818,2024-09-28T16.00.22.818,0.360,0.370,0.272,0.898
1727528422828,2024-09-28T16.00.22.828,0.370,0.358,0.305,0.917
1727528422838,2024-09-28T16.00.22.838,0.380,0.375,0.354,0.899
1727528422848,2024-09-28T16.00.22.848,0.390,0.389,0.396,0.873
1727528422858,2024-09-28T16.00.22.858,0.400,0.423,0.431,0.842
1727528422868,2024-09-28T16.00.22.868,0.410,0.492,0.458,0.826
1727528422878,2024-09-28T16.00.22.878,0.420,0.551,0.479,0.850
1727528422888,2024-09-28T16.00.22.888,0.430,0.527,0.463,0.906
1727528422898,2024-09-28T16.00.22.898,0.440,0.467,0.432,0.966
1727528422908,2024-09-28T16.00.22.908,0.450,0.452,0.463,1.007
1727528422918,2024-09-28T16.00.22.918,0.460,0.462,0.522,0.990
1727528422928,2024-09-28T16.00.22.928,0.470,0.435,0.559,0.962
1727528422938,2024-09-28T16.00.22.938,0.480,0.420,0.571,0.941
1727528422948,2024-09-28T16.00.22.948,0.490,0.480,0.596,0.914
1727528422958,2024-09-28T16.00.22.958,0.500,0.516,0.592,0.913
1727528422968,2024-09-28T16.00.22.968,0.510,0.496,0.526,0.959
1727528422978,2024-09-28T16.00.22.978,0.520,0.493,0.508,0.954
1727528422988,2024-09-28T16.00.22.988,0.530,0.532,0.530,0.928
1727528422998,2024-09-28T16.00.22.998,0.540,0.551,0.519,0.890
1727528423008,2024-09-28T16.00.23.008,0.550,0.544,0.520,0.835
1727528423018,2024-09-28T16.00.23.018,0.560,0.558,0.538,0.791
1727528423028,2024-09-28T16.00.23.028,0.570,0.555,0.551,0.779
1727528423038,2024-09-28T16.00.23.038,0.580,0.543,0.580,0.811
1727528423048,2024-09-28T16.00.23.048,0.590,0.530,0.643,0.874
1727528423058,2024-09-28T16.00.23.058,0.600,0.490,0.686,0.954
1727528423068,2024-09-28T16.00.23.068,0.610,0.436,0.696,1.013
1727528423078,2024-09-28T16.00.23.078,0.620,0.434,0.714,1.029
1727528423088,2024-09-28T16.00.23.088,0.630,0.442,0.722,1.038
1727528423098,2024-09-28T16.00.23.098,0.640,0.442,0.715,1.067
1727528423108,2024-09-28T16.00.23.108,0.650,0.413,0.697,1.113
1727528423118,2024-09-28T16.00.23.118,0.660,0.404,0.683,1.108
1727528423128,2024-09-28T16.00.23.128,0.670,0.394,0.692,1.099
1727528423138,2024-09-28T16.00.23.138,0.680,0.344,0.687,1.093
1727528423148,2024-09-28T16.00.23.148,0.690,0.285,0.669,1.124
1727528423158,2024-09-28T16.00.23.158,0.700,0.276,0.649,1.110
1727528423168,2024-09-28T16.00.23.168,0.710,0.261,0.647,1.077
1727528423178,2024-09-28T16.00.23.178,0.720,0.223,0.640,1.053
1727528423188,2024-09-28T16.00.23.188,0.730,0.211,0.647,1.038
1727528423198,2024-09-28T16.00.23.198,0.740,0.254,0.650,1.032
1727528423208,2024-09-28T16.00.23.208,0.750,0.282,0.641,1.029
1727528423218,2024-09-28T16.00.23.218,0.760,0.299,0.636,1.022
1727528423228,2024-09-28T16.00.23.228,0.770,0.327,0.650,1.020
