epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727528780544,2024-09-28T16.06.20.544,0.000,0.483,0.333,0.948
1727528780554,2024-09-28T16.06.20.554,0.010,0.482,0.336,0.961
1727528780564,2024-09-28T16.06.20.564,0.020,0.474,0.351,0.980
1727528780574,2024-09-28T16.06.20.574,0.030,0.452,0.357,0.974
1727528780584,2024-09-28T16.06.20.584,0.040,0.384,0.327,0.946
1727528780594,2024-09-28T16.06.20.594,0.050,0.322,0.286,0.925
1727528780604,2024-09-28T16.06.20.604,0.060,0.338,0.264,0.931
1727528780614,2024-09-28T16.06.20.614,0.070,0.362,0.259,0.936
1727528780624,2024-09-28T16.06.20.624,0.080,0.377,0.247,0.925
1727528780634,2024-09-28T16.06.20.634,0.090,0.428,0.235,0.879
1727528780644,2024-09-28T16.06.20.644,0.100,0.460,0.199,0.835
1727528780654,2024-09-28T16.06.20.654,0.110,0.461,0.142,0.788
1727528780664,2024-09-28T16.06.20.664,0.120,0.434,0.091,0.765
1727528780674,2024-09-28T16.06.20.674,0.130,0.401,0.059,0.779
1727528780684,2024-09-28T16.06.20.684,0.140,0.366,0.031,0.816
1727528780694,2024-09-28T16.06.20.694,0.150,0.323,0.006,0.856
1727528780704,2024-09-28T16.06.20.704,0.160,0.267,-0.012,0.845
1727528780714,2024-09-28T16.06.20.714,0.170,0.215,-0.025,0.813
1727528780724,2024-09-28T16.06.20.724,0.180,0.177,-0.046,0.800
1727528780734,2024-09-28T16.06.20.734,0.190,0.173,-0.058,0.783
1727528780744,2024-09-28T16.06.20.744,0.200,0.177,-0.073,0.779
1727528780754,2024-09-28T16.06.20.754,0.210,0.181,-0.104,0.755
1727528780764,2024-09-28T16.06.20.764,0.220,0.199,-0.121,0.742
1727528780774,2024-09-28T16.06.20.774,0.230,0.236,-0.129,0.731
1727528780784,2024-09-28T16.06.20.784,0.240,0.258,-0.142,0.716
1727528780794,2024-09-28T16.06.20.794,0.250,0.268,-0.159,0.713
1727528780804,2024-09-28T16.06.20.804,0.260,0.257,-0.172,0.714
1727528780814,2024-09-28T16.06.20.814,0.270,0.207,-0.201,0.716
1727528780824,2024-09-28T16.06.20.824,0.280,0.148,-0.235,0.687
1727528780834,2024-09-28T16.06.20.834,0.290,0.124,-0.254,0.664
1727528780844,2024-09-28T16.06.20.844,0.300,0.115,-0.271,0.634
1727528780854,2024-09-28T16.06.20.854,0.310,0.109,-0.297,0.603
1727528780864,2024-09-28T16.06.20.864,0.320,0.130,-0.318,0.590
1727528780874,2024-09-28T16.06.20.874,0.330,0.183,-0.331,0.597
1727528780884,2024-09-28T16.06.20.884,0.340,0.255,-0.332,0.613
1727528780894,2024-09-28T16.06.20.894,0.350,0.349,-0.327,0.615
1727528780904,2024-09-28T16.06.20.904,0.360,0.431,-0.325,0.606
1727528780914,2024-09-28T16.06.20.914,0.370,0.479,-0.330,0.608
1727528780924,2024-09-28T16.06.20.924,0.380,0.524,-0.319,0.596
1727528780934,2024-09-28T16.06.20.934,0.390,0.542,-0.301,0.599
1727528780944,2024-09-28T16.06.20.944,0.400,0.522,-0.321,0.624
1727528780954,2024-09-28T16.06.20.954,0.410,0.511,-0.371,0.649
1727528780964,2024-09-28T16.06.20.964,0.420,0.564,-0.400,0.660
1727528780974,2024-09-28T16.06.20.974,0.430,0.656,-0.384,0.684
1727528780984,2024-09-28T16.06.20.984,0.440,0.699,-0.377,0.700
1727528780994,2024-09-28T16.06.20.994,0.450,0.664,-0.393,0.704
1727528781004,2024-09-28T16.06.21.004,0.460,0.620,-0.411,0.713
1727528781014,2024-09-28T16.06.21.014,0.470,0.593,-0.421,0.743
1727528781024,2024-09-28T16.06.21.024,0.480,0.560,-0.436,0.778
1727528781034,2024-09-28T16.06.21.034,0.490,0.506,-0.457,0.807
1727528781044,2024-09-28T16.06.21.044,0.500,0.461,-0.453,0.819
1727528781054,2024-09-28T16.06.21.054,0.510,0.448,-0.432,0.806
1727528781064,2024-09-28T16.06.21.064,0.520,0.442,-0.419,0.799
1727528781074,2024-09-28T16.06.21.074,0.530,0.446,-0.420,0.810
1727528781084,2024-09-28T16.06.21.084,0.540,0.445,-0.424,0.827
1727528781094,2024-09-28T16.06.21.094,0.550,0.432,-0.420,0.840
