epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727528502317,2024-09-28T16.01.42.317,0.000,0.560,-0.099,0.922
1727528502327,2024-09-28T16.01.42.327,0.010,0.538,-0.114,0.926
1727528502337,2024-09-28T16.01.42.337,0.020,0.514,-0.120,0.916
1727528502347,2024-09-28T16.01.42.347,0.030,0.479,-0.131,0.915
1727528502357,2024-09-28T16.01.42.357,0.040,0.460,-0.139,0.921
1727528502367,2024-09-28T16.01.42.367,0.050,0.442,-0.151,0.924
1727528502377,2024-09-28T16.01.42.377,0.060,0.396,-0.152,0.920
1727528502387,2024-09-28T16.01.42.387,0.070,0.364,-0.145,0.920
1727528502397,2024-09-28T16.01.42.397,0.080,0.380,-0.137,0.922
1727528502407,2024-09-28T16.01.42.407,0.090,0.415,-0.132,0.925
1727528502417,2024-09-28T16.01.42.417,0.100,0.428,-0.127,0.926
1727528502427,2024-09-28T16.01.42.427,0.110,0.425,-0.125,0.931
1727528502437,2024-09-28T16.01.42.437,0.120,0.432,-0.125,0.942
1727528502447,2024-09-28T16.01.42.447,0.130,0.434,-0.116,0.945
1727528502457,2024-09-28T16.01.42.457,0.140,0.427,-0.101,0.941
1727528502467,2024-09-28T16.01.42.467,0.150,0.435,-0.100,0.936
1727528502477,2024-09-28T16.01.42.477,0.160,0.409,-0.093,0.941
1727528502487,2024-09-28T16.01.42.487,0.170,0.359,-0.083,0.950
1727528502497,2024-09-28T16.01.42.497,0.180,0.332,-0.083,0.960
1727528502507,2024-09-28T16.01.42.507,0.190,0.333,-0.091,0.968
1727528502517,2024-09-28T16.01.42.517,0.200,0.329,-0.095,0.974
1727528502527,2024-09-28T16.01.42.527,0.210,0.327,-0.096,0.974
1727528502537,2024-09-28T16.01.42.537,0.220,0.326,-0.092,0.969
1727528502547,2024-09-28T16.01.42.547,0.230,0.328,-0.081,0.954
1727528502557,2024-09-28T16.01.42.557,0.240,0.335,-0.069,0.955
1727528502567,2024-09-28T16.01.42.567,0.250,0.330,-0.069,0.964
1727528502577,2024-09-28T16.01.42.577,0.260,0.313,-0.073,0.969
1727528502587,2024-09-28T16.01.42.587,0.270,0.288,-0.074,0.973
1727528502597,2024-09-28T16.01.42.597,0.280,0.278,-0.080,0.983
1727528502607,2024-09-28T16.01.42.607,0.290,0.273,-0.087,0.984
1727528502617,2024-09-28T16.01.42.617,0.300,0.255,-0.086,0.974
1727528502627,2024-09-28T16.01.42.627,0.310,0.239,-0.078,0.976
1727528502637,2024-09-28T16.01.42.637,0.320,0.233,-0.076,0.979
1727528502647,2024-09-28T16.01.42.647,0.330,0.224,-0.081,0.985
1727528502657,2024-09-28T16.01.42.657,0.340,0.202,-0.086,0.978
1727528502667,2024-09-28T16.01.42.667,0.350,0.178,-0.079,0.967
1727528502677,2024-09-28T16.01.42.677,0.360,0.175,-0.079,0.965
1727528502687,2024-09-28T16.01.42.687,0.370,0.173,-0.086,0.963
1727528502697,2024-09-28T16.01.42.697,0.380,0.176,-0.092,0.963
1727528502707,2024-09-28T16.01.42.707,0.390,0.181,-0.093,0.964
1727528502717,2024-09-28T16.01.42.717,0.400,0.175,-0.095,0.970
1727528502727,2024-09-28T16.01.42.727,0.410,0.156,-0.103,0.958
1727528502737,2024-09-28T16.01.42.737,0.420,0.126,-0.101,0.934
1727528502747,2024-09-28T16.01.42.747,0.430,0.090,-0.087,0.918
1727528502757,2024-09-28T16.01.42.757,0.440,0.066,-0.082,0.911
1727528502767,2024-09-28T16.01.42.767,0.450,0.048,-0.089,0.891
1727528502777,2024-09-28T16.01.42.777,0.460,0.038,-0.083,0.868
1727528502787,2024-09-28T16.01.42.787,0.470,0.052,-0.072,0.859
1727528502797,2024-09-28T16.01.42.797,0.480,0.079,-0.054,0.865
1727528502807,2024-09-28T16.01.42.807,0.490,0.091,-0.047,0.860
1727528502817,2024-09-28T16.01.42.817,0.500,0.096,-0.034,0.843
1727528502827,2024-09-28T16.01.42.827,0.510,0.120,-0.029,0.826
1727528502837,2024-09-28T16.01.42.837,0.520,0.118,-0.047,0.813
1727528502847,2024-09-28T16.01.42.847,0.530,0.113,-0.054,0.795
1727528502857,2024-09-28T16.01.42.857,0.540,0.102,-0.043,0.784
1727528502867,2024-09-28T16.01.42.867,0.550,0.095,-0.025,0.766
1727528502877,2024-09-28T16.01.42.877,0.560,0.091,-0.010,0.762
1727528502887,2024-09-28T16.01.42.887,0.570,0.111,-0.002,0.754
1727528502897,2024-09-28T16.01.42.897,0.580,0.136,0.020,0.740
1727528502907,2024-09-28T16.01.42.907,0.590,0.177,0.036,0.742
1727528502917,2024-09-28T16.01.42.917,0.600,0.229,0.056,0.746
1727528502927,2024-09-28T16.01.42.927,0.610,0.275,0.088,0.732
1727528502937,2024-09-28T16.01.42.937,0.620,0.296,0.111,0.720
1727528502947,2024-09-28T16.01.42.947,0.630,0.259,0.115,0.735
1727528502957,2024-09-28T16.01.42.957,0.640,0.191,0.122,0.765
1727528502967,2024-09-28T16.01.42.967,0.650,0.130,0.157,0.784
1727528502977,2024-09-28T16.01.42.977,0.660,0.106,0.184,0.795
1727528502987,2024-09-28T16.01.42.987,0.670,0.123,0.191,0.803
1727528502997,2024-09-28T16.01.42.997,0.680,0.161,0.194,0.807
1727528503007,2024-09-28T16.01.43.007,0.690,0.225,0.208,0.800
1727528503017,2024-09-28T16.01.43.017,0.700,0.300,0.224,0.790
1727528503027,2024-09-28T16.01.43.027,0.710,0.314,0.226,0.788
1727528503037,2024-09-28T16.01.43.037,0.720,0.254,0.232,0.778
1727528503047,2024-09-28T16.01.43.047,0.730,0.188,0.250,0.785
1727528503057,2024-09-28T16.01.43.057,0.740,0.183,0.277,0.828
1727528503067,2024-09-28T16.01.43.067,0.750,0.204,0.309,0.869
1727528503077,2024-09-28T16.01.43.077,0.760,0.222,0.335,0.904
1727528503087,2024-09-28T16.01.43.087,0.770,0.266,0.357,0.932
1727528503097,2024-09-28T16.01.43.097,0.780,0.310,0.378,0.955
1727528503107,2024-09-28T16.01.43.107,0.790,0.335,0.399,0.982
1727528503117,2024-09-28T16.01.43.117,0.800,0.329,0.416,0.979
1727528503127,2024-09-28T16.01.43.127,0.810,0.339,0.433,0.957
1727528503137,2024-09-28T16.01.43.137,0.820,0.356,0.452,0.941
1727528503147,2024-09-28T16.01.43.147,0.830,0.341,0.456,0.938
1727528503157,2024-09-28T16.01.43.157,0.840,0.305,0.452,0.933
1727528503167,2024-09-28T16.01.43.167,0.850,0.309,0.475,0.927
1727528503177,2024-09-28T16.01.43.177,0.860,0.370,0.491,0.931
1727528503187,2024-09-28T16.01.43.187,0.870,0.440,0.504,0.922
1727528503197,2024-09-28T16.01.43.197,0.880,0.489,0.508,0.901
1727528503207,2024-09-28T16.01.43.207,0.890,0.513,0.501,0.880
1727528503217,2024-09-28T16.01.43.217,0.900,0.541,0.501,0.865
1727528503227,2024-09-28T16.01.43.227,0.910,0.544,0.496,0.855
1727528503237,2024-09-28T16.01.43.237,0.920,0.497,0.476,0.870
1727528503247,2024-09-28T16.01.43.247,0.930,0.435,0.457,0.944
1727528503257,2024-09-28T16.01.43.257,0.940,0.398,0.467,1.005
1727528503267,2024-09-28T16.01.43.267,0.950,0.405,0.509,1.043
1727528503277,2024-09-28T16.01.43.277,0.960,0.392,0.542,1.046
1727528503287,2024-09-28T16.01.43.287,0.970,0.357,0.561,1.027
1727528503297,2024-09-28T16.01.43.297,0.980,0.309,0.559,0.983
1727528503307,2024-09-28T16.01.43.307,0.990,0.342,0.558,0.952
1727528503317,2024-09-28T16.01.43.317,1.000,0.388,0.516,0.947
1727528503327,2024-09-28T16.01.43.327,1.010,0.406,0.461,0.954
1727528503337,2024-09-28T16.01.43.337,1.020,0.438,0.446,0.964
1727528503347,2024-09-28T16.01.43.347,1.030,0.482,0.455,0.966
1727528503357,2024-09-28T16.01.43.357,1.040,0.470,0.451,0.965
1727528503367,2024-09-28T16.01.43.367,1.050,0.431,0.472,0.959
1727528503377,2024-09-28T16.01.43.377,1.060,0.426,0.519,0.953
1727528503387,2024-09-28T16.01.43.387,1.070,0.400,0.553,0.965
1727528503397,2024-09-28T16.01.43.397,1.080,0.363,0.573,0.971
1727528503407,2024-09-28T16.01.43.407,1.090,0.350,0.571,0.987
1727528503417,2024-09-28T16.01.43.417,1.100,0.356,0.551,0.988
1727528503427,2024-09-28T16.01.43.427,1.110,0.376,0.530,0.970
1727528503437,2024-09-28T16.01.43.437,1.120,0.392,0.491,0.951
1727528503447,2024-09-28T16.01.43.447,1.130,0.460,0.465,0.970
1727528503457,2024-09-28T16.01.43.457,1.140,0.503,0.455,1.015
1727528503467,2024-09-28T16.01.43.467,1.150,0.463,0.485,1.042
1727528503477,2024-09-28T16.01.43.477,1.160,0.410,0.539,1.053
1727528503487,2024-09-28T16.01.43.487,1.170,0.322,0.573,1.025
1727528503497,2024-09-28T16.01.43.497,1.180,0.219,0.597,0.982
1727528503507,2024-09-28T16.01.43.507,1.190,0.219,0.590,0.970
1727528503517,2024-09-28T16.01.43.517,1.200,0.312,0.586,0.971
1727528503527,2024-09-28T16.01.43.527,1.210,0.357,0.572,0.956
1727528503537,2024-09-28T16.01.43.537,1.220,0.340,0.552,0.949
1727528503547,2024-09-28T16.01.43.547,1.230,0.381,0.538,0.954
1727528503557,2024-09-28T16.01.43.557,1.240,0.411,0.553,0.941
1727528503567,2024-09-28T16.01.43.567,1.250,0.383,0.572,0.913
1727528503577,2024-09-28T16.01.43.577,1.260,0.333,0.570,0.907
1727528503587,2024-09-28T16.01.43.587,1.270,0.297,0.555,0.924
1727528503597,2024-09-28T16.01.43.597,1.280,0.277,0.552,0.915
1727528503607,2024-09-28T16.01.43.607,1.290,0.272,0.553,0.900
1727528503617,2024-09-28T16.01.43.617,1.300,0.312,0.549,0.889
1727528503627,2024-09-28T16.01.43.627,1.310,0.373,0.541,0.889
1727528503637,2024-09-28T16.01.43.637,1.320,0.406,0.534,0.888
1727528503647,2024-09-28T16.01.43.647,1.330,0.409,0.549,0.873
1727528503657,2024-09-28T16.01.43.657,1.340,0.401,0.546,0.877
1727528503667,2024-09-28T16.01.43.667,1.350,0.360,0.518,0.926
1727528503677,2024-09-28T16.01.43.677,1.360,0.285,0.500,0.943
