epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727528527217,2024-09-28T16.02.07.217,0.000,0.174,-0.075,1.046
1727528527227,2024-09-28T16.02.07.227,0.010,0.169,-0.075,1.052
1727528527237,2024-09-28T16.02.07.237,0.020,0.156,-0.069,1.048
1727528527247,2024-09-28T16.02.07.247,0.030,0.149,-0.078,1.045
1727528527257,2024-09-28T16.02.07.257,0.040,0.146,-0.078,1.046
1727528527267,2024-09-28T16.02.07.267,0.050,0.114,-0.078,1.047
1727528527277,2024-09-28T16.02.07.277,0.060,0.071,-0.084,1.037
1727528527287,2024-09-28T16.02.07.287,0.070,0.032,-0.079,1.025
1727528527297,2024-09-28T16.02.07.297,0.080,0.023,-0.080,1.007
1727528527307,2024-09-28T16.02.07.307,0.090,0.036,-0.081,0.976
1727528527317,2024-09-28T16.02.07.317,0.100,0.026,-0.078,0.941
1727528527327,2024-09-28T16.02.07.327,0.110,0.003,-0.085,0.917
1727528527337,2024-09-28T16.02.07.337,0.120,-0.021,-0.099,0.890
1727528527347,2024-09-28T16.02.07.347,0.130,-0.018,-0.104,0.861
1727528527357,2024-09-28T16.02.07.357,0.140,-0.004,-0.099,0.833
1727528527367,2024-09-28T16.02.07.367,0.150,0.003,-0.101,0.821
1727528527377,2024-09-28T16.02.07.377,0.160,0.016,-0.111,0.808
1727528527387,2024-09-28T16.02.07.387,0.170,0.025,-0.123,0.789
1727528527397,2024-09-28T16.02.07.397,0.180,0.014,-0.126,0.777
1727528527407,2024-09-28T16.02.07.407,0.190,-0.000,-0.119,0.752
1727528527417,2024-09-28T16.02.07.417,0.200,-0.005,-0.114,0.735
1727528527427,2024-09-28T16.02.07.427,0.210,-0.011,-0.115,0.725
1727528527437,2024-09-28T16.02.07.437,0.220,-0.007,-0.095,0.721
1727528527447,2024-09-28T16.02.07.447,0.230,0.015,-0.058,0.726
1727528527457,2024-09-28T16.02.07.457,0.240,0.037,-0.049,0.746
1727528527467,2024-09-28T16.02.07.467,0.250,0.057,-0.063,0.761
1727528527477,2024-09-28T16.02.07.477,0.260,0.122,-0.037,0.770
1727528527487,2024-09-28T16.02.07.487,0.270,0.179,-0.005,0.767
1727528527497,2024-09-28T16.02.07.497,0.280,0.190,0.012,0.745
1727528527507,2024-09-28T16.02.07.507,0.290,0.194,0.035,0.736
1727528527517,2024-09-28T16.02.07.517,0.300,0.213,0.046,0.734
1727528527527,2024-09-28T16.02.07.527,0.310,0.223,0.052,0.737
1727528527537,2024-09-28T16.02.07.537,0.320,0.225,0.058,0.745
1727528527547,2024-09-28T16.02.07.547,0.330,0.223,0.056,0.767
1727528527557,2024-09-28T16.02.07.557,0.340,0.206,0.047,0.777
1727528527567,2024-09-28T16.02.07.567,0.350,0.198,0.049,0.774
1727528527577,2024-09-28T16.02.07.577,0.360,0.198,0.076,0.769
1727528527587,2024-09-28T16.02.07.587,0.370,0.213,0.117,0.766
1727528527597,2024-09-28T16.02.07.597,0.380,0.222,0.145,0.765
1727528527607,2024-09-28T16.02.07.607,0.390,0.235,0.167,0.769
1727528527617,2024-09-28T16.02.07.617,0.400,0.292,0.207,0.775
1727528527627,2024-09-28T16.02.07.627,0.410,0.353,0.241,0.791
1727528527637,2024-09-28T16.02.07.637,0.420,0.415,0.265,0.819
1727528527647,2024-09-28T16.02.07.647,0.430,0.495,0.289,0.855
1727528527657,2024-09-28T16.02.07.657,0.440,0.534,0.314,0.908
1727528527667,2024-09-28T16.02.07.667,0.450,0.503,0.335,0.963
1727528527677,2024-09-28T16.02.07.677,0.460,0.460,0.355,0.983
1727528527687,2024-09-28T16.02.07.687,0.470,0.455,0.375,0.987
1727528527697,2024-09-28T16.02.07.697,0.480,0.426,0.376,0.994
1727528527707,2024-09-28T16.02.07.707,0.490,0.401,0.376,0.996
1727528527717,2024-09-28T16.02.07.717,0.500,0.400,0.378,0.987
1727528527727,2024-09-28T16.02.07.727,0.510,0.426,0.373,0.968
1727528527737,2024-09-28T16.02.07.737,0.520,0.445,0.346,0.953
1727528527747,2024-09-28T16.02.07.747,0.530,0.429,0.331,0.953
1727528527757,2024-09-28T16.02.07.757,0.540,0.408,0.341,0.945
1727528527767,2024-09-28T16.02.07.767,0.550,0.370,0.355,0.970
1727528527777,2024-09-28T16.02.07.777,0.560,0.347,0.355,0.997
