epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727528896135,2024-09-28T16.08.16.135,0.000,-0.488,-8.415,-6.829
1727528896145,2024-09-28T16.08.16.145,0.010,-0.976,-8.110,-6.768
1727528896155,2024-09-28T16.08.16.155,0.020,-2.866,-5.732,-5.854
1727528896165,2024-09-28T16.08.16.165,0.030,-4.695,-2.195,-3.963
1727528896175,2024-09-28T16.08.16.175,0.040,-5.244,0.061,-1.890
1727528896185,2024-09-28T16.08.16.185,0.050,-4.512,0.305,-0.732
1727528896195,2024-09-28T16.08.16.195,0.060,-3.415,-0.732,0.610
1727528896205,2024-09-28T16.08.16.205,0.070,-2.927,-2.561,1.220
1727528896215,2024-09-28T16.08.16.215,0.080,-2.744,-3.110,0.915
1727528896225,2024-09-28T16.08.16.225,0.090,-2.744,-1.768,1.037
1727528896235,2024-09-28T16.08.16.235,0.100,-3.598,-0.854,2.561
1727528896245,2024-09-28T16.08.16.245,0.110,-5.061,-0.488,3.171
1727528896255,2024-09-28T16.08.16.255,0.120,-5.366,1.341,3.841
1727528896265,2024-09-28T16.08.16.265,0.130,-5.122,2.561,4.878
1727528896275,2024-09-28T16.08.16.275,0.140,-5.854,1.402,5.122
1727528896285,2024-09-28T16.08.16.285,0.150,-7.317,-1.646,5.610
1727528896295,2024-09-28T16.08.16.295,0.160,-9.817,-4.451,5.610
1727528896305,2024-09-28T16.08.16.305,0.170,-12.622,-5.488,3.963
1727528896315,2024-09-28T16.08.16.315,0.180,-15.793,-5.610,2.134
1727528896325,2024-09-28T16.08.16.325,0.190,-18.354,-4.573,0.366
1727528896335,2024-09-28T16.08.16.335,0.200,-19.085,-2.378,-0.793
1727528896345,2024-09-28T16.08.16.345,0.210,-19.451,-2.012,-2.500
1727528896355,2024-09-28T16.08.16.355,0.220,-19.634,-2.622,-5.366
1727528896365,2024-09-28T16.08.16.365,0.230,-18.049,-3.293,-7.256
1727528896375,2024-09-28T16.08.16.375,0.240,-16.524,-4.878,-8.110
1727528896385,2024-09-28T16.08.16.385,0.250,-15.732,-7.561,-8.841
1727528896395,2024-09-28T16.08.16.395,0.260,-15.122,-11.220,-10.671
1727528896405,2024-09-28T16.08.16.405,0.270,-14.512,-12.805,-13.720
1727528896415,2024-09-28T16.08.16.415,0.280,-13.232,-11.037,-15.244
1727528896425,2024-09-28T16.08.16.425,0.290,-11.341,-7.317,-16.829
1727528896435,2024-09-28T16.08.16.435,0.300,-9.756,-3.841,-19.634
