epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727528527218,2024-09-28T16.02.07.218,0.000,-5.305,-4.634,-8.963
1727528527228,2024-09-28T16.02.07.228,0.010,-5.793,-4.268,-9.268
1727528527238,2024-09-28T16.02.07.238,0.020,-7.134,-2.012,-9.329
1727528527248,2024-09-28T16.02.07.248,0.030,-8.780,2.012,-8.049
1727528527258,2024-09-28T16.02.07.258,0.040,-9.390,5.915,-7.439
1727528527268,2024-09-28T16.02.07.268,0.050,-8.415,7.439,-8.049
1727528527278,2024-09-28T16.02.07.278,0.060,-7.500,5.915,-8.598
1727528527288,2024-09-28T16.02.07.288,0.070,-7.195,3.110,-9.268
1727528527298,2024-09-28T16.02.07.298,0.080,-6.890,1.098,-10.793
1727528527308,2024-09-28T16.02.07.308,0.090,-7.073,-0.366,-14.268
1727528527318,2024-09-28T16.02.07.318,0.100,-8.110,-1.768,-19.634
1727528527328,2024-09-28T16.02.07.328,0.110,-8.659,-3.354,-23.841
1727528527338,2024-09-28T16.02.07.338,0.120,-8.049,-5.610,-26.037
1727528527348,2024-09-28T16.02.07.348,0.130,-7.073,-8.293,-28.902
1727528527358,2024-09-28T16.02.07.358,0.140,-5.488,-9.817,-32.622
1727528527368,2024-09-28T16.02.07.368,0.150,-2.866,-9.695,-36.220
1727528527378,2024-09-28T16.02.07.378,0.160,0.610,-8.415,-40.122
1727528527388,2024-09-28T16.02.07.388,0.170,4.451,-6.098,-44.939
1727528527398,2024-09-28T16.02.07.398,0.180,8.171,-5.549,-49.268
1727528527408,2024-09-28T16.02.07.408,0.190,10.915,-7.317,-53.232
1727528527418,2024-09-28T16.02.07.418,0.200,13.293,-10.732,-57.561
1727528527428,2024-09-28T16.02.07.428,0.210,16.037,-16.220,-60.610
1727528527438,2024-09-28T16.02.07.438,0.220,17.683,-24.146,-63.049
1727528527448,2024-09-28T16.02.07.448,0.230,19.268,-32.500,-67.256
1727528527458,2024-09-28T16.02.07.458,0.240,23.171,-37.134,-72.317
1727528527468,2024-09-28T16.02.07.468,0.250,28.537,-37.500,-74.451
1727528527478,2024-09-28T16.02.07.478,0.260,33.902,-34.146,-76.402
1727528527488,2024-09-28T16.02.07.488,0.270,38.902,-27.988,-79.268
1727528527498,2024-09-28T16.02.07.498,0.280,41.280,-23.049,-80.244
1727528527508,2024-09-28T16.02.07.508,0.290,42.073,-20.061,-80.488
1727528527518,2024-09-28T16.02.07.518,0.300,42.927,-16.951,-81.463
1727528527528,2024-09-28T16.02.07.528,0.310,43.902,-12.927,-82.256
1727528527538,2024-09-28T16.02.07.538,0.320,45.244,-10.000,-83.232
1727528527548,2024-09-28T16.02.07.548,0.330,48.171,-8.110,-84.390
1727528527558,2024-09-28T16.02.07.558,0.340,52.744,-7.866,-85.183
1727528527568,2024-09-28T16.02.07.568,0.350,57.683,-9.939,-85.915
1727528527578,2024-09-28T16.02.07.578,0.360,61.463,-13.293,-86.098
1727528527588,2024-09-28T16.02.07.588,0.370,64.512,-18.598,-86.585
1727528527598,2024-09-28T16.02.07.598,0.380,66.220,-24.329,-88.171
1727528527608,2024-09-28T16.02.07.608,0.390,66.524,-28.780,-88.476
1727528527618,2024-09-28T16.02.07.618,0.400,66.768,-30.427,-88.354
1727528527628,2024-09-28T16.02.07.628,0.410,67.622,-27.134,-88.537
1727528527638,2024-09-28T16.02.07.638,0.420,68.963,-18.476,-86.829
1727528527648,2024-09-28T16.02.07.648,0.430,71.585,-5.488,-83.659
1727528527658,2024-09-28T16.02.07.658,0.440,76.220,7.195,-79.024
1727528527668,2024-09-28T16.02.07.668,0.450,81.402,13.720,-71.220
1727528527678,2024-09-28T16.02.07.678,0.460,83.171,12.500,-63.232
1727528527688,2024-09-28T16.02.07.688,0.470,81.463,7.195,-58.659
1727528527698,2024-09-28T16.02.07.698,0.480,78.171,0.366,-54.756
1727528527708,2024-09-28T16.02.07.708,0.490,74.512,-6.890,-50.305
1727528527718,2024-09-28T16.02.07.718,0.500,70.732,-11.220,-46.341
1727528527728,2024-09-28T16.02.07.728,0.510,67.317,-11.037,-41.829
1727528527738,2024-09-28T16.02.07.738,0.520,64.573,-8.110,-36.098
1727528527748,2024-09-28T16.02.07.748,0.530,62.195,-5.549,-28.780
1727528527758,2024-09-28T16.02.07.758,0.540,60.305,-6.220,-21.159
1727528527768,2024-09-28T16.02.07.768,0.550,59.024,-9.878,-14.756
1727528527778,2024-09-28T16.02.07.778,0.560,58.049,-13.720,-10.488
1727528527788,2024-09-28T16.02.07.788,0.570,56.585,-15.610,-9.451
1727528527798,2024-09-28T16.02.07.798,0.580,55.488,-14.512,-11.524
1727528527808,2024-09-28T16.02.07.808,0.590,55.549,-12.073,-15.183
1727528527818,2024-09-28T16.02.07.818,0.600,57.622,-9.085,-20.122
1727528527828,2024-09-28T16.02.07.828,0.610,61.341,-7.256,-21.768
1727528527838,2024-09-28T16.02.07.838,0.620,65.915,-5.732,-17.683
1727528527848,2024-09-28T16.02.07.848,0.630,69.390,-2.134,-10.183
1727528527858,2024-09-28T16.02.07.858,0.640,70.732,1.280,-1.463
1727528527868,2024-09-28T16.02.07.868,0.650,69.939,3.049,7.805
1727528527878,2024-09-28T16.02.07.878,0.660,68.415,7.195,17.439
1727528527888,2024-09-28T16.02.07.888,0.670,68.110,16.159,26.463
1727528527898,2024-09-28T16.02.07.898,0.680,70.976,28.171,34.024
1727528527908,2024-09-28T16.02.07.908,0.690,75.732,36.768,41.768
1727528527918,2024-09-28T16.02.07.918,0.700,79.024,39.451,49.512
1727528527928,2024-09-28T16.02.07.928,0.710,78.720,38.049,54.634
1727528527938,2024-09-28T16.02.07.938,0.720,75.549,32.622,56.646
1727528527948,2024-09-28T16.02.07.948,0.730,68.415,22.988,59.085
1727528527958,2024-09-28T16.02.07.958,0.740,58.110,14.268,63.963
1727528527968,2024-09-28T16.02.07.968,0.750,50.427,12.073,67.195
1727528527978,2024-09-28T16.02.07.978,0.760,47.134,13.780,68.232
