epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1727528869884,2024-09-28T16.07.49.884,0.000,5.122,-0.549,-50.915
1727528869894,2024-09-28T16.07.49.894,0.010,5.793,-1.159,-50.793
1727528869904,2024-09-28T16.07.49.904,0.020,6.463,-1.707,-50.488
1727528869914,2024-09-28T16.07.49.914,0.030,6.463,-0.854,-46.463
1727528869924,2024-09-28T16.07.49.924,0.040,4.878,0.427,-41.951
1727528869934,2024-09-28T16.07.49.934,0.050,1.890,3.598,-39.329
1727528869944,2024-09-28T16.07.49.944,0.060,-0.366,7.683,-35.183
1727528869954,2024-09-28T16.07.49.954,0.070,-0.732,9.207,-30.915
1727528869964,2024-09-28T16.07.49.964,0.080,0.549,8.659,-28.171
1727528869974,2024-09-28T16.07.49.974,0.090,2.805,7.622,-25.549
1727528869984,2024-09-28T16.07.49.984,0.100,5.549,6.220,-23.841
1727528869994,2024-09-28T16.07.49.994,0.110,8.841,5.671,-22.561
1727528870004,2024-09-28T16.07.50.004,0.120,12.073,5.488,-20.488
1727528870014,2024-09-28T16.07.50.014,0.130,13.171,4.451,-19.390
1727528870024,2024-09-28T16.07.50.024,0.140,12.378,3.171,-18.110
1727528870034,2024-09-28T16.07.50.034,0.150,10.000,0.915,-15.366
1727528870044,2024-09-28T16.07.50.044,0.160,6.341,-2.622,-12.500
1727528870054,2024-09-28T16.07.50.054,0.170,2.927,-5.305,-10.732
1727528870064,2024-09-28T16.07.50.064,0.180,1.646,-4.817,-9.634
1727528870074,2024-09-28T16.07.50.074,0.190,2.012,-2.012,-9.085
1727528870084,2024-09-28T16.07.50.084,0.200,1.707,-1.341,-8.537
1727528870094,2024-09-28T16.07.50.094,0.210,0.061,-3.902,-6.890
1727528870104,2024-09-28T16.07.50.104,0.220,-1.341,-6.159,-5.366
1727528870114,2024-09-28T16.07.50.114,0.230,-1.829,-5.671,-5.427
1727528870124,2024-09-28T16.07.50.124,0.240,-2.317,-4.085,-5.610
1727528870134,2024-09-28T16.07.50.134,0.250,-3.415,-4.756,-5.671
1727528870144,2024-09-28T16.07.50.144,0.260,-5.427,-5.915,-5.976
1727528870154,2024-09-28T16.07.50.154,0.270,-7.317,-5.793,-6.037
1727528870164,2024-09-28T16.07.50.164,0.280,-9.207,-5.610,-6.098
1727528870174,2024-09-28T16.07.50.174,0.290,-10.061,-5.549,-6.037
1727528870184,2024-09-28T16.07.50.184,0.300,-9.878,-4.634,-5.915
1727528870194,2024-09-28T16.07.50.194,0.310,-9.512,-4.085,-5.976
1727528870204,2024-09-28T16.07.50.204,0.320,-8.598,-5.305,-6.890
1727528870214,2024-09-28T16.07.50.214,0.330,-7.866,-7.134,-8.171
1727528870224,2024-09-28T16.07.50.224,0.340,-7.744,-8.354,-9.695
1727528870234,2024-09-28T16.07.50.234,0.350,-7.256,-7.622,-10.854
1727528870244,2024-09-28T16.07.50.244,0.360,-6.280,-7.622,-11.341
1727528870254,2024-09-28T16.07.50.254,0.370,-6.159,-10.305,-12.744
1727528870264,2024-09-28T16.07.50.264,0.380,-6.646,-15.244,-14.451
1727528870274,2024-09-28T16.07.50.274,0.390,-7.561,-21.402,-16.768
1727528870284,2024-09-28T16.07.50.284,0.400,-9.634,-27.012,-20.732
1727528870294,2024-09-28T16.07.50.294,0.410,-12.439,-30.000,-25.854
1727528870304,2024-09-28T16.07.50.304,0.420,-16.402,-29.146,-31.159
1727528870314,2024-09-28T16.07.50.314,0.430,-20.427,-24.634,-35.793
1727528870324,2024-09-28T16.07.50.324,0.440,-24.268,-18.598,-40.488
1727528870334,2024-09-28T16.07.50.334,0.450,-27.561,-14.024,-45.000
1727528870344,2024-09-28T16.07.50.344,0.460,-29.695,-12.378,-47.378
